所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
深汕,13019.9,90~144平方米,256409,2023/11/9,2,255.82
坪山,32189.56,90~144平方米,256410,2023/11/9,1,131.36
罗湖,70206.88,90~144平方米,256411,2023/11/9,1,93.27
龙华,67755.32,90~144平方米,256412,2023/11/9,7,749.63
龙岗,41284.85,90~144平方米,256413,2023/11/9,5,526.87
光明,45303.54,90~144平方米,256414,2023/11/9,12,1260.32
宝安,63874.14,90~144平方米,256415,2023/11/9,25,2689.67
福田,97027.41,90~144平方米,256416,2023/11/9,2,251.66
宝安,81103,144平方米以上,256417,2023/11/9,3,576.11
龙华,73574.41,144平方米以上,256418,2023/11/9,1,144.84
盐田,52036.96,90平方米以下,256397,2023/11/9,2,158.95
深汕,11609.97,90平方米以下,256398,2023/11/9,1,80.14
盐田,55668.03,90平方米以下,256297,2023/11/8,1,67.26
坪山,33388.59,90平方米以下,256298,2023/11/8,10,782.68
南山,66982.97,90平方米以下,256299,2023/11/8,2,116.46
龙华,63932.34,90平方米以下,256300,2023/11/8,4,331.44
龙岗,30128.25,90平方米以下,256301,2023/11/8,15,919.88
光明,42764.95,90平方米以下,256302,2023/11/8,11,946.33
宝安,47874.45,90平方米以下,256303,2023/11/8,14,1074.75
全市,42112.06,90平方米以下,256304,2023/11/8,57,4238.8
全市,66130.44,90~144平方米,256305,2023/11/8,60,6476.77
深汕,13315,90~144平方米,256306,2023/11/8,1,135.83
坪山,33232.48,90~144平方米,256307,2023/11/8,2,198.58
南山,88261.42,90~144平方米,256308,2023/11/8,3,339.72
罗湖,50892.89,90~144平方米,256309,2023/11/8,3,293.36
龙华,63945.73,90~144平方米,256310,2023/11/8,5,525.42
龙岗,48809.69,90~144平方米,256311,2023/11/8,6,636.68
光明,43967.27,90~144平方米,256312,2023/11/8,14,1403.12
宝安,82880.56,90~144平方米,256313,2023/11/8,23,2546.16
福田,94487.53,90~144平方米,256314,2023/11/8,3,397.9
福田,126452.98,144平方米以上,256315,2023/11/8,1,262.3
盐田,46136.1,144平方米以上,256316,2023/11/8,1,147.39
全市,97558.2,144平方米以上,256317,2023/11/8,2,409.69
南山,69720.46,90~144平方米,256227,2023/11/7,2,230.34
罗湖,53768.56,90~144平方米,256228,2023/11/7,1,108.5
龙华,65941.44,90~144平方米,256229,2023/11/7,6,595.53
龙岗,41051.4,90~144平方米,256230,2023/11/7,3,329.5
光明,46322.57,90~144平方米,256231,2023/11/7,11,1094.05
宝安,75397.29,90~144平方米,256232,2023/11/7,15,1548.03
福田,92324.25,90~144平方米,256233,2023/11/7,3,389.21
宝安,55354.42,144平方米以上,256234,2023/11/7,2,539.73
罗湖,27285,144平方米以上,256235,2023/11/7,1,149.19
南山,88141.88,144平方米以上,256236,2023/11/7,1,190.81
深汕,8238.87,144平方米以上,256237,2023/11/7,8,1182.9
全市,29336.91,144平方米以上,256238,2023/11/7,12,2062.63
深汕,8854.34,90平方米以下,256217,2023/11/7,17,1184.22
坪山,34045.06,90平方米以下,256218,2023/11/7,3,237.41
龙岗,24930.8,90平方米以下,256219,2023/11/7,12,691.34
光明,41224.36,90平方米以下,256220,2023/11/7,14,1077.42
福田,87083.94,90平方米以下,256221,2023/11/7,2,99.9
宝安,55663.56,90平方米以下,256222,2023/11/7,13,892.57
全市,33135.95,90平方米以下,256223,2023/11/7,61,4182.86
深汕,8594.41,90~144平方米,256224,2023/11/7,17,2049
全市,46211.37,90~144平方米,256225,2023/11/7,60,6558.42
坪山,34741.94,90~144平方米,256226,2023/11/7,2,214.26
坪山,34105.14,90平方米以下,256137,2023/11/6,5,352.77
南山,67062.83,90平方米以下,256138,2023/11/6,2,116.6
龙华,52713.7,90平方米以下,256139,2023/11/6,10,784.73
龙岗,26308.62,90平方米以下,256140,2023/11/6,2,119.19
光明,42183.49,90平方米以下,256141,2023/11/6,11,951.73
全市,44425.18,90平方米以下,256142,2023/11/6,45,3398.47
宝安,44593.79,90平方米以下,256143,2023/11/6,14,988.6
大鹏,28195.36,90平方米以下,256144,2023/11/6,1,84.85
全市,68305.09,90~144平方米,256145,2023/11/6,41,4405.58
坪山,36028.3,90~144平方米,256146,2023/11/6,3,332.8
龙华,51614.37,90~144平方米,256147,2023/11/6,8,833.64
光明,45957.88,90~144平方米,256148,2023/11/6,9,913.94
宝安,86959.58,90~144平方米,256149,2023/11/6,19,2049.14
福田,93133.45,90~144平方米,256150,2023/11/6,2,276.06
宝安,50886.28,144平方米以上,256151,2023/11/6,1,144.94
全市,50886.28,144平方米以上,256152,2023/11/6,1,144.94
坪山,34878.52,90平方米以下,256058,2023/11/5,6,483.59
南山,73970.68,90平方米以下,256059,2023/11/5,3,196.68
龙华,65651.12,90平方米以下,256060,2023/11/5,6,499.24
全市,51768.97,90平方米以下,256061,2023/11/5,57,4424.13
光明,41978.32,90平方米以下,256062,2023/11/5,18,1550
福田,93723.29,90平方米以下,256063,2023/11/5,4,322.55
宝安,53959.68,90平方米以下,256064,2023/11/5,15,967.88
龙岗,39829.74,90平方米以下,256065,2023/11/5,4,315.43
全市,66506.3,90~144平方米,256066,2023/11/5,68,7342
坪山,30961.14,90~144平方米,256067,2023/11/5,1,92.77
南山,89924.5,90~144平方米,256068,2023/11/5,1,116.57
罗湖,51971.78,90~144平方米,256069,2023/11/5,4,448.83
龙华,63148.57,90~144平方米,256070,2023/11/5,13,1293.91
龙岗,40079.5,90~144平方米,256071,2023/11/5,7,713.63
光明,44261.71,90~144平方米,256072,2023/11/5,16,1664.6
宝安,86838.95,90~144平方米,256073,2023/11/5,19,2114.34
福田,93622.81,90~144平方米,256074,2023/11/5,7,897.35
宝安,78617.21,144平方米以上,256075,2023/11/5,2,319.51
福田,29675.51,144平方米以上,256076,2023/11/5,1,336.33
全市,53518.77,144平方米以上,256077,2023/11/5,3,655.84
盐田,53567.73,90平方米以下,256057,2023/11/5,1,88.76
全市,75414.79,144平方米以上,256000,2023/11/4,6,1142.13
盐田,48252.75,90平方米以下,255977,2023/11/4,1,73.31
坪山,33122.05,90平方米以下,255978,2023/11/4,9,759.12
龙华,67759.29,90平方米以下,255979,2023/11/4,9,726.17
龙岗,35345.04,90平方米以下,255980,2023/11/4,17,1335.96
光明,39000.92,90平方米以下,255981,2023/11/4,25,2103.5
福田,86947.99,90平方米以下,255982,2023/11/4,1,72.18
宝安,52574.51,90平方米以下,255983,2023/11/4,14,973.74
全市,43781.35,90平方米以下,255984,2023/11/4,76,6043.98
深汕,11396.74,90~144平方米,255985,2023/11/4,4,472.95
全市,56260.42,90~144平方米,255986,2023/11/4,92,9837.25
坪山,33649.73,90~144平方米,255987,2023/11/4,3,393.82
南山,96023.75,90~144平方米,255988,2023/11/4,7,820.91
罗湖,51167.08,90~144平方米,255989,2023/11/4,4,430.67
龙华,69327.97,90~144平方米,255990,2023/11/4,9,932.94
龙岗,44079.5,90~144平方米,255991,2023/11/4,15,1601.72
光明,43705.42,90~144平方米,255992,2023/11/4,26,2553.84
福田,92388.22,90~144平方米,255993,2023/11/4,1,137.89
宝安,71429.03,90~144平方米,255994,2023/11/4,22,2395.84
大鹏,32816.79,90~144平方米,255995,2023/11/4,1,96.67
宝安,71958.81,144平方米以上,255996,2023/11/4,3,527.29
大鹏,40384.13,144平方米以上,255997,2023/11/4,1,249.96
龙华,83171.51,144平方米以上,255998,2023/11/4,1,175.89
南山,124169.92,144平方米以上,255999,2023/11/4,1,188.99
福田,87968.95,90~144平方米,255913,2023/11/3,3,377.46
宝安,62541.28,90~144平方米,255914,2023/11/3,16,1691.54
大鹏,40482.55,90~144平方米,255915,2023/11/3,1,123.51
宝安,106834.74,144平方米以上,255916,2023/11/3,2,329.32
福田,26300,144平方米以上,255917,2023/11/3,5,1752.01
龙华,82589.33,144平方米以上,255918,2023/11/3,1,175.89
罗湖,54574.18,144平方米以上,255919,2023/11/3,1,151.07
南山,67755.93,144平方米以上,255920,2023/11/3,1,152.44
全市,44659.36,144平方米以上,255921,2023/11/3,10,2560.73
盐田,59272.98,90平方米以下,255897,2023/11/3,3,211.28
坪山,35602.31,90平方米以下,255898,2023/11/3,3,237
南山,69166.14,90平方米以下,255899,2023/11/3,3,193.47
龙华,58898.67,90平方米以下,255900,2023/11/3,9,749.37
龙岗,38184.18,90平方米以下,255901,2023/11/3,7,503.95
光明,43128.14,90平方米以下,255902,2023/11/3,17,1439.19
宝安,58901.06,90平方米以下,255903,2023/11/3,16,1262.36
全市,50938.79,90平方米以下,255904,2023/11/3,58,4596.62
深汕,12406.82,90~144平方米,255905,2023/11/3,1,98.32
全市,56035.26,90~144平方米,255906,2023/11/3,63,6726.39
坪山,34414.66,90~144平方米,255907,2023/11/3,4,427.92
南山,92947.35,90~144平方米,255908,2023/11/3,4,454.41
罗湖,49310.3,90~144平方米,255909,2023/11/3,2,184.93
龙华,62167.58,90~144平方米,255910,2023/11/3,10,1038.81
龙岗,42691.5,90~144平方米,255911,2023/11/3,10,1122.22
光明,44006.66,90~144平方米,255912,2023/11/3,12,1207.27
坪山,33585.24,90平方米以下,255797,2023/11/2,9,717.7
南山,63450.48,90平方米以下,255798,2023/11/2,2,83.61
龙华,58122.75,90平方米以下,255799,2023/11/2,5,432.34
龙岗,35509.1,90平方米以下,255800,2023/11/2,13,904.64
光明,41445.99,90平方米以下,255801,2023/11/2,19,1662.98
福田,90346.05,90平方米以下,255802,2023/11/2,2,166.07
宝安,50466.39,90平方米以下,255803,2023/11/2,16,1098.63
全市,44617.81,90平方米以下,255804,2023/11/2,66,5065.97
全市,56835.71,90~144平方米,255805,2023/11/2,64,6730.15
深汕,11557.81,90~144平方米,255806,2023/11/2,2,223.18
坪山,34265.85,90~144平方米,255807,2023/11/2,4,422.9
南山,88457.76,90~144平方米,255808,2023/11/2,7,798.27
罗湖,50629.77,90~144平方米,255809,2023/11/2,6,588.15
龙华,61509.99,90~144平方米,255810,2023/11/2,10,1034.6
龙岗,40896.39,90~144平方米,255811,2023/11/2,9,874.07
光明,44299.69,90~144平方米,255812,2023/11/2,13,1410.07
宝安,68084.39,90~144平方米,255813,2023/11/2,10,1032.94
福田,95019.65,90~144平方米,255814,2023/11/2,3,345.97
宝安,57688.38,144平方米以上,255815,2023/11/2,1,153.49
龙岗,44914.6,144平方米以上,255816,2023/11/2,1,163.95
南山,81813.03,144平方米以上,255817,2023/11/2,3,497.81
全市,69850.57,144平方米以上,255818,2023/11/2,5,815.25
盐田,49412.73,90平方米以下,255717,2023/11/1,2,132.99
坪山,35441.76,90平方米以下,255718,2023/11/1,8,654.29
南山,70483.44,90平方米以下,255719,2023/11/1,2,87.06
罗湖,53892.81,90平方米以下,255720,2023/11/1,1,66.06
宝安,56847.41,90平方米以下,255721,2023/11/1,8,525.96
龙岗,39233.9,90平方米以下,255722,2023/11/1,10,719.26
光明,42010.94,90平方米以下,255723,2023/11/1,25,2123.08
福田,97991.23,90平方米以下,255724,2023/11/1,1,87.69
全市,47625.42,90平方米以下,255725,2023/11/1,67,5204.94
龙华,64963.4,90平方米以下,255726,2023/11/1,10,808.55
全市,59195.95,90~144平方米,255727,2023/11/1,61,6443.27
深汕,13064.2,90~144平方米,255728,2023/11/1,3,354.03
坪山,34696.72,90~144平方米,255729,2023/11/1,6,677.75
南山,86092.03,90~144平方米,255730,2023/11/1,9,1008.57
罗湖,50227.3,90~144平方米,255731,2023/11/1,2,212.61
龙华,64680.83,90~144平方米,255732,2023/11/1,14,1396.02
龙岗,47095.02,90~144平方米,255733,2023/11/1,4,426.49
宝安,82303.93,90~144平方米,255734,2023/11/1,9,1037.06
光明,45110.68,90~144平方米,255735,2023/11/1,14,1330.74
宝安,63121.73,144平方米以上,255736,2023/11/1,4,811.31
福田,132302.34,144平方米以上,255737,2023/11/1,1,270.52
龙岗,43195.32,144平方米以上,255738,2023/11/1,2,328.04
罗湖,56784.18,144平方米以上,255739,2023/11/1,1,151.78
南山,76148.1,144平方米以上,255740,2023/11/1,1,233.25
全市,71063.44,144平方米以上,255741,2023/11/1,9,1794.9
盐田,44390.44,90平方米以下,255644,2023/10/31,1,38.28
坪山,33919.37,90平方米以下,255645,2023/10/31,8,632.88
南山,67342.13,90平方米以下,255646,2023/10/31,2,115.94
龙华,60507.06,90平方米以下,255647,2023/10/31,3,254.72
全市,41088.08,90平方米以下,255648,2023/10/31,41,2597.57
光明,38338.36,90平方米以下,255649,2023/10/31,3,266.9
福田,61125.06,90平方米以下,255650,2023/10/31,3,141.46
宝安,45996.56,90平方米以下,255651,2023/10/31,10,576.85
龙岗,26169.3,90平方米以下,255652,2023/10/31,11,570.54
全市,65614.96,90~144平方米,255653,2023/10/31,29,3222.96
盐田,53125.3,90~144平方米,255654,2023/10/31,1,97.68
坪山,33307.88,90~144平方米,255655,2023/10/31,4,525.07
南山,84214.23,90~144平方米,255656,2023/10/31,3,312.04
罗湖,53426.68,90~144平方米,255657,2023/10/31,1,116.1
龙华,63306.49,90~144平方米,255658,2023/10/31,5,547.17
龙岗,43018.53,90~144平方米,255659,2023/10/31,1,110.65
光明,44036.84,90~144平方米,255660,2023/10/31,5,502.27
宝安,92102.07,90~144平方米,255661,2023/10/31,6,653.5
福田,96542.66,90~144平方米,255662,2023/10/31,3,358.48
宝安,62328.08,144平方米以上,255663,2023/10/31,6,1036.24
全市,62328.08,144平方米以上,255664,2023/10/31,6,1036.24
南山,96623.64,90~144平方米,255548,2023/10/30,3,323.46
罗湖,46486.63,90~144平方米,255549,2023/10/30,2,198.24
龙华,63206.02,90~144平方米,255550,2023/10/30,11,1152.8
龙岗,45576.72,90~144平方米,255551,2023/10/30,4,450.1
光明,46446.18,90~144平方米,255552,2023/10/30,3,324.07
宝安,89617.63,90~144平方米,255553,2023/10/30,6,653.58
福田,109021.85,90~144平方米,255554,2023/10/30,1,114.27
宝安,113018.19,144平方米以上,255555,2023/10/30,1,154.98
南山,101655.91,144平方米以上,255556,2023/10/30,5,986.75
全市,103198.24,144平方米以上,255557,2023/10/30,6,1141.73
盐田,54667.73,90平方米以下,255537,2023/10/30,1,88.76
坪山,31123.78,90平方米以下,255538,2023/10/30,1,69.35
龙华,50189.62,90平方米以下,255539,2023/10/30,6,494.41
龙岗,42648.65,90平方米以下,255540,2023/10/30,3,244.21
全市,46078.62,90平方米以下,255541,2023/10/30,36,2728.48
福田,65784.75,90平方米以下,255542,2023/10/30,3,148.79
大鹏,31178.01,90平方米以下,255543,2023/10/30,1,85.91
宝安,53392.8,90平方米以下,255544,2023/10/30,6,434.9
光明,41128.27,90平方米以下,255545,2023/10/30,15,1162.15
全市,66262.15,90~144平方米,255546,2023/10/30,32,3420.7
坪山,32978.4,90~144平方米,255547,2023/10/30,2,204.18
坪山,33526.21,90平方米以下,255420,2023/10/29,4,309.52
南山,78936.9,90平方米以下,255421,2023/10/29,2,138.51
龙华,64403.64,90平方米以下,255422,2023/10/29,5,413.47
龙岗,38459.38,90平方米以下,255423,2023/10/29,12,804.35
光明,40559.02,90平方米以下,255424,2023/10/29,9,763.38
宝安,50999.73,90平方米以下,255425,2023/10/29,7,485.05
全市,46287.47,90平方米以下,255426,2023/10/29,40,2985.21
全市,59530.39,90~144平方米,255427,2023/10/29,43,4595.63
深汕,11273.45,90~144平方米,255428,2023/10/29,3,288.2
坪山,37659.17,90~144平方米,255429,2023/10/29,4,426.35
罗湖,57859.13,90~144平方米,255430,2023/10/29,6,621.9
龙华,70950.33,90~144平方米,255431,2023/10/29,6,630.4
龙岗,40852.29,90~144平方米,255432,2023/10/29,3,286.34
光明,42216.41,90~144平方米,255433,2023/10/29,7,734.86
宝安,75628.73,90~144平方米,255434,2023/10/29,10,1092.23
福田,93606.7,90~144平方米,255435,2023/10/29,4,515.35
宝安,58212.06,144平方米以上,255436,2023/10/29,2,306.96
罗湖,55934.18,144平方米以上,255477,2023/10/29,1,151.3
南山,75738.3,144平方米以上,255478,2023/10/29,1,226.49
全市,63505.78,144平方米以上,255479,2023/10/29,4,684.75
盐田,50812,90平方米以下,255419,2023/10/29,1,70.93
全市,63128.15,90~144平方米,255406,2023/10/28,68,7448.49
盐田,54599.6,90~144平方米,255407,2023/10/28,1,117.68
坪山,36326.84,90~144平方米,255408,2023/10/28,5,522.33
南山,82727.95,90~144平方米,255409,2023/10/28,7,795.78
罗湖,57462.17,90~144平方米,255410,2023/10/28,7,710.05
龙华,61313.23,90~144平方米,255411,2023/10/28,13,1377.83
龙岗,45538.95,90~144平方米,255412,2023/10/28,6,638.93
光明,43586.78,90~144平方米,255413,2023/10/28,10,1159.87
宝安,79273.58,90~144平方米,255414,2023/10/28,16,1758.38
福田,94254.66,90~144平方米,255415,2023/10/28,3,367.64
宝安,89060.36,144平方米以上,255416,2023/10/28,4,615.74
福田,99412.78,144平方米以上,255417,2023/10/28,1,252.59
全市,92071.8,144平方米以上,255418,2023/10/28,5,868.33
盐田,51967.71,90平方米以下,255397,2023/10/28,1,89.97
坪山,35681.58,90平方米以下,255398,2023/10/28,7,570.62
南山,64750.54,90平方米以下,255399,2023/10/28,2,92.82
龙华,65021.1,90平方米以下,255400,2023/10/28,8,672.25
全市,43753.95,90平方米以下,255401,2023/10/28,73,5349.21
光明,40715.14,90平方米以下,255402,2023/10/28,26,2246
福田,60109.46,90平方米以下,255403,2023/10/28,10,370.49
宝安,47987.58,90平方米以下,255404,2023/10/28,4,332.39
龙岗,30395.5,90平方米以下,255405,2023/10/28,15,974.67
全市,55527.03,90~144平方米,255327,2023/10/27,82,8608.79
坪山,35079.42,90~144平方米,255328,2023/10/27,4,381.02
南山,94593.6,90~144平方米,255329,2023/10/27,7,795.29
罗湖,46449.08,90~144平方米,255330,2023/10/27,1,92.5
龙华,63491.7,90~144平方米,255331,2023/10/27,20,2124.57
龙岗,44284.35,90~144平方米,255332,2023/10/27,11,1148.69
光明,43678.44,90~144平方米,255333,2023/10/27,13,1344.09
福田,86098.58,90~144平方米,255334,2023/10/27,1,123.92
宝安,54881.5,90~144平方米,255335,2023/10/27,20,2030.7
大鹏,30922.16,90~144平方米,255336,2023/10/27,1,95.88
宝安,55937.17,144平方米以上,255337,2023/10/27,1,146.21
福田,29669.02,144平方米以上,255338,2023/10/27,2,502.66
罗湖,91511.55,144平方米以上,255339,2023/10/27,1,181.07
南山,123341.21,144平方米以上,255340,2023/10/27,1,224.31
全市,63864.04,144平方米以上,255341,2023/10/27,5,1054.25
盐田,51265.06,90平方米以下,255317,2023/10/27,3,218.93
深汕,11910.26,90平方米以下,255318,2023/10/27,1,88.14
坪山,35108.3,90平方米以下,255319,2023/10/27,10,807.85
龙华,61228.49,90平方米以下,255320,2023/10/27,7,563.88
龙岗,33427.73,90平方米以下,255321,2023/10/27,17,1125.75
光明,43977.14,90平方米以下,255322,2023/10/27,9,705.99
宝安,52056.57,90平方米以下,255323,2023/10/27,23,1810.1
全市,44744.1,90平方米以下,255324,2023/10/27,70,5320.64
深汕,13549.54,90~144平方米,255325,2023/10/27,2,232.22
盐田,51814.98,90~144平方米,255326,2023/10/27,2,239.91
全市,71280.58,144平方米以上,255238,2023/10/26,3,801.79
