所属区,成交均价,面积区间,序号,日期,成交套数,成交面积
龙华,82045.97,144平方米以上,258103,2023/11/30,1,175.89
盐田,49531.92,90平方米以下,257977,2023/11/29,3,267.49
深汕,11929.39,90平方米以下,257978,2023/11/29,1,80.14
坪山,33684.03,90平方米以下,257979,2023/11/29,5,400.86
南山,76400.23,90平方米以下,257980,2023/11/29,1,42.63
全市,45351.31,90平方米以下,257981,2023/11/29,47,3567.71
龙岗,32527.31,90平方米以下,257982,2023/11/29,8,565.59
光明,40413.33,90平方米以下,257983,2023/11/29,15,1258.11
福田,52065.74,90平方米以下,257984,2023/11/29,3,92.99
宝安,61175.85,90平方米以下,257985,2023/11/29,6,439.7
龙华,71045.55,90平方米以下,257986,2023/11/29,5,420.2
全市,58709.58,90~144平方米,257987,2023/11/29,63,7080.75
深汕,11837.84,90~144平方米,257988,2023/11/29,3,394.95
坪山,36338.63,90~144平方米,257989,2023/11/29,2,224.4
南山,100718.42,90~144平方米,257990,2023/11/29,2,247.21
罗湖,56063.86,90~144平方米,257991,2023/11/29,7,699.2
龙华,55384.52,90~144平方米,257992,2023/11/29,9,988.93
龙岗,46562.15,90~144平方米,257993,2023/11/29,1,127.56
光明,44628.03,90~144平方米,257994,2023/11/29,7,712.68
福田,93614.35,90~144平方米,257995,2023/11/29,4,542.55
宝安,64151.11,90~144平方米,257996,2023/11/29,26,2950.72
大鹏,32100,90~144平方米,257997,2023/11/29,2,192.55
龙岗,8230.49,144平方米以上,257998,2023/11/29,5,21375.06
南山,74802.36,144平方米以上,257999,2023/11/29,1,215.08
全市,8893.68,144平方米以上,258000,2023/11/29,6,21590.14
坪山,34228.83,90~144平方米,257906,2023/11/28,2,238.31
南山,98144.06,90~144平方米,257907,2023/11/28,2,249.71
龙华,69096.93,90~144平方米,257908,2023/11/28,4,429.08
龙岗,40906.8,90~144平方米,257909,2023/11/28,1,94.18
光明,41563.57,90~144平方米,257910,2023/11/28,2,210.88
宝安,64730.3,90~144平方米,257911,2023/11/28,6,666.31
福田,90947.01,90~144平方米,257912,2023/11/28,2,276.34
宝安,33516.18,144平方米以上,257913,2023/11/28,2,863.71
福田,119298.14,144平方米以上,257914,2023/11/28,2,423.33
龙岗,7860,144平方米以上,257915,2023/11/28,1,2903.36
南山,92035.61,144平方米以上,257916,2023/11/28,2,660.23
深汕,25544.76,144平方米以上,257917,2023/11/28,1,172.38
全市,33334.44,144平方米以上,257918,2023/11/28,8,5023.01
南山,66904.12,90平方米以下,257897,2023/11/28,2,116.15
龙华,75029.58,90平方米以下,257898,2023/11/28,3,265.62
龙岗,40993.74,90平方米以下,257899,2023/11/28,5,339.88
光明,40492.37,90平方米以下,257900,2023/11/28,4,338.66
福田,51613.43,90平方米以下,257901,2023/11/28,3,76.49
宝安,55664.91,90平方米以下,257902,2023/11/28,6,293.08
全市,52877.55,90平方米以下,257903,2023/11/28,23,1429.88
全市,55362.11,90~144平方米,257904,2023/11/28,24,2689.91
深汕,10904.73,90~144平方米,257905,2023/11/28,5,525.1
全市,64310.56,90~144平方米,257825,2023/11/27,40,4512.02
盐田,43061.82,90~144平方米,257826,2023/11/27,1,113.38
深汕,11346.3,90~144平方米,257827,2023/11/27,1,127.86
南山,84621.47,90~144平方米,257828,2023/11/27,2,235.12
罗湖,55556.51,90~144平方米,257829,2023/11/27,1,108.5
龙华,53601.78,90~144平方米,257830,2023/11/27,7,775.24
龙岗,45050.4,90~144平方米,257831,2023/11/27,5,525.19
光明,40053.91,90~144平方米,257832,2023/11/27,3,300.59
宝安,69728.09,90~144平方米,257833,2023/11/27,15,1674.93
福田,98078.39,90~144平方米,257834,2023/11/27,5,651.21
宝安,24317.29,144平方米以上,257835,2023/11/27,2,2570.19
南山,68363.17,144平方米以上,257836,2023/11/27,1,189.09
全市,27335.7,144平方米以上,257837,2023/11/27,3,2759.28
南山,84392.61,90平方米以下,257817,2023/11/27,4,184.77
罗湖,63077.89,90平方米以下,257818,2023/11/27,5,327.23
龙华,67174.51,90平方米以下,257819,2023/11/27,8,681.77
龙岗,33962.39,90平方米以下,257820,2023/11/27,2,166.11
光明,41011.62,90平方米以下,257821,2023/11/27,3,257.46
福田,88977.61,90平方米以下,257822,2023/11/27,2,111.91
宝安,64327.81,90平方米以下,257823,2023/11/27,9,606.56
全市,63022.37,90平方米以下,257824,2023/11/27,33,2335.81
光明,39235.71,90平方米以下,257752,2023/11/26,11,957.54
福田,43970.37,90平方米以下,257753,2023/11/26,22,1186.15
宝安,56988.19,90平方米以下,257754,2023/11/26,2,158.19
龙岗,36722.89,90平方米以下,257755,2023/11/26,10,805.03
全市,59449.15,90~144平方米,257756,2023/11/26,57,6315.52
盐田,49360.96,90~144平方米,257757,2023/11/26,2,183.29
深汕,12696.61,90~144平方米,257758,2023/11/26,3,351.57
南山,82370.5,90~144平方米,257759,2023/11/26,2,225.37
罗湖,51301.68,90~144平方米,257760,2023/11/26,1,96.87
龙华,61150.27,90~144平方米,257761,2023/11/26,15,1579.88
龙岗,39558.61,90~144平方米,257762,2023/11/26,7,736.71
光明,42495.26,90~144平方米,257763,2023/11/26,6,687.04
宝安,70628.91,90~144平方米,257764,2023/11/26,18,2069.6
福田,96796.14,90~144平方米,257765,2023/11/26,3,385.19
宝安,55214.05,144平方米以上,257766,2023/11/26,2,334.79
福田,103573.47,144平方米以上,257767,2023/11/26,1,261.67
全市,76429.57,144平方米以上,257768,2023/11/26,3,596.46
盐田,55267.93,90平方米以下,257747,2023/11/26,1,73.31
坪山,34826,90平方米以下,257748,2023/11/26,1,67.2
南山,60333.75,90平方米以下,257749,2023/11/26,1,77.27
龙华,68971.3,90平方米以下,257750,2023/11/26,12,1000.63
全市,48174.92,90平方米以下,257751,2023/11/26,60,4325.32
深汕,11271.44,90~144平方米,257686,2023/11/25,2,196.86
坪山,32753.71,90~144平方米,257687,2023/11/25,2,200.07
南山,110033.57,90~144平方米,257688,2023/11/25,1,123.86
罗湖,66335.59,90~144平方米,257689,2023/11/25,4,437.26
龙华,66012.14,90~144平方米,257690,2023/11/25,20,2086.39
龙岗,46097.1,90~144平方米,257691,2023/11/25,12,1362.44
光明,43463.89,90~144平方米,257692,2023/11/25,4,452.11
宝安,65849.98,90~144平方米,257693,2023/11/25,22,2361.8
福田,92766.76,90~144平方米,257694,2023/11/25,5,616.9
龙岗,43680.71,144平方米以上,257695,2023/11/25,1,164.09
龙华,79821.86,144平方米以上,257696,2023/11/25,3,536.48
全市,71356.75,144平方米以上,257697,2023/11/25,4,700.57
深汕,11266.09,90平方米以下,257677,2023/11/25,1,88.14
坪山,36748.39,90平方米以下,257678,2023/11/25,13,1054.28
南山,68137.48,90平方米以下,257679,2023/11/25,2,91.58
龙华,71094.73,90平方米以下,257680,2023/11/25,4,297.42
龙岗,28152.61,90平方米以下,257681,2023/11/25,13,878.82
光明,42215.06,90平方米以下,257682,2023/11/25,9,703.64
宝安,44436.93,90平方米以下,257683,2023/11/25,20,1580.23
全市,40856.94,90平方米以下,257684,2023/11/25,62,4694.11
全市,61796.39,90~144平方米,257685,2023/11/25,72,7837.69
盐田,51634.34,90平方米以下,257577,2023/11/24,2,162.07
坪山,34791.03,90平方米以下,257578,2023/11/24,6,482.46
龙华,77371.06,90平方米以下,257579,2023/11/24,1,89.68
龙岗,27731.58,90平方米以下,257580,2023/11/24,17,1008.62
光明,43593.19,90平方米以下,257581,2023/11/24,10,879.55
福田,60092.83,90平方米以下,257582,2023/11/24,4,262.4
宝安,64725.9,90平方米以下,257583,2023/11/24,24,1701.5
全市,48907.78,90平方米以下,257584,2023/11/24,64,4586.28
全市,61284.8,90~144平方米,257585,2023/11/24,49,5235.67
深汕,11888.85,90~144平方米,257586,2023/11/24,1,94.9
坪山,35219.19,90~144平方米,257587,2023/11/24,2,224.13
南山,97884.15,90~144平方米,257588,2023/11/24,7,791.93
龙华,61384.45,90~144平方米,257589,2023/11/24,11,1092.61
龙岗,39673.47,90~144平方米,257590,2023/11/24,5,532.85
光明,45702.05,90~144平方米,257591,2023/11/24,9,966.78
宝安,62955.01,90~144平方米,257592,2023/11/24,13,1395.99
福田,102945.49,90~144平方米,257593,2023/11/24,1,136.48
宝安,75846.31,144平方米以上,257594,2023/11/24,5,965
福田,115006.34,144平方米以上,257595,2023/11/24,1,252.59
龙岗,45938.94,144平方米以上,257596,2023/11/24,1,145.85
南山,70404.07,144平方米以上,257597,2023/11/24,2,343.1
盐田,55470.31,144平方米以上,257598,2023/11/24,1,150.24
全市,76169.95,144平方米以上,257599,2023/11/24,10,1856.78
盐田,50377.33,90平方米以下,257497,2023/11/23,2,156.05
坪山,33738.6,90平方米以下,257498,2023/11/23,4,309.23
南山,63719.96,90平方米以下,257499,2023/11/23,1,42.63
罗湖,62267.02,90平方米以下,257500,2023/11/23,1,33.44
全市,47828.54,90平方米以下,257501,2023/11/23,41,3098.26
龙岗,42876.6,90平方米以下,257502,2023/11/23,4,261.72
光明,40776.42,90平方米以下,257503,2023/11/23,12,1004.43
宝安,51108.17,90平方米以下,257504,2023/11/23,11,826.04
龙华,66053.05,90平方米以下,257505,2023/11/23,6,464.72
全市,55923.53,90~144平方米,257506,2023/11/23,67,7252.45
深汕,12618.41,90~144平方米,257507,2023/11/23,1,96.4
坪山,35830.48,90~144平方米,257508,2023/11/23,1,99.28
南山,82561.7,90~144平方米,257509,2023/11/23,6,721.77
罗湖,51974.09,90~144平方米,257510,2023/11/23,1,92.43
龙华,56741.96,90~144平方米,257511,2023/11/23,12,1224.54
龙岗,47055.57,90~144平方米,257512,2023/11/23,8,894.82
光明,43419.37,90~144平方米,257513,2023/11/23,13,1390.09
宝安,56681.16,90~144平方米,257514,2023/11/23,23,2489.23
福田,95846.72,90~144平方米,257515,2023/11/23,2,243.89
宝安,87321.84,144平方米以上,257516,2023/11/23,1,173.63
罗湖,57209.18,144平方米以上,257517,2023/11/23,1,151.78
南山,71803.72,144平方米以上,257518,2023/11/23,3,593.58
全市,72325.22,144平方米以上,257519,2023/11/23,5,918.99
坪山,33768.41,90平方米以下,257422,2023/11/22,3,240.3
南山,69715.39,90平方米以下,257423,2023/11/22,3,170.76
龙华,55162.92,90平方米以下,257424,2023/11/22,4,336.62
龙岗,26988.26,90平方米以下,257425,2023/11/22,33,2605.82
光明,38216.36,90平方米以下,257426,2023/11/22,6,468.49
宝安,53527.49,90平方米以下,257427,2023/11/22,10,792.34
全市,36675.01,90平方米以下,257428,2023/11/22,59,4614.33
深汕,11468.23,90~144平方米,257429,2023/11/22,1,98.5
全市,43033.23,90~144平方米,257430,2023/11/22,95,10645.85
坪山,37196.59,90~144平方米,257431,2023/11/22,2,202.95
南山,80900.75,90~144平方米,257432,2023/11/22,1,119.9
罗湖,50413.75,90~144平方米,257433,2023/11/22,3,294.81
龙华,67979.63,90~144平方米,257434,2023/11/22,8,859.92
龙岗,28333.93,90~144平方米,257435,2023/11/22,51,5831.3
光明,43003.86,90~144平方米,257436,2023/11/22,6,575.56
宝安,59013.84,90~144平方米,257437,2023/11/22,19,2172.61
福田,98384.89,90~144平方米,257438,2023/11/22,4,490.3
宝安,57847.18,144平方米以上,257439,2023/11/22,1,181.31
龙岗,26798.6,144平方米以上,257440,2023/11/22,28,8067.33
南山,70731.21,144平方米以上,257441,2023/11/22,1,152.44
全市,28265.85,144平方米以上,257442,2023/11/22,30,8401.08
南山,99702.08,90平方米以下,257348,2023/11/21,3,129.1
罗湖,50431.13,90平方米以下,257349,2023/11/21,2,114.89
龙华,74751.26,90平方米以下,257350,2023/11/21,1,79.32
龙岗,30435.37,90平方米以下,257351,2023/11/21,14,779.17
光明,39760.99,90平方米以下,257352,2023/11/21,5,421.4
福田,49571.13,90平方米以下,257353,2023/11/21,2,50.61
宝安,49973.26,90平方米以下,257354,2023/11/21,6,439.83
全市,44458.17,90平方米以下,257355,2023/11/21,33,2014.32
全市,65089.43,90~144平方米,257356,2023/11/21,38,4203.4
坪山,35415.23,90~144平方米,257357,2023/11/21,4,388.4
南山,88659.92,90~144平方米,257358,2023/11/21,2,238.46
龙华,64576.91,90~144平方米,257359,2023/11/21,3,288.09
龙岗,37667.9,90~144平方米,257360,2023/11/21,2,211.57
光明,43801.87,90~144平方米,257361,2023/11/21,9,996.46
宝安,80425.63,90~144平方米,257362,2023/11/21,17,1937.6
福田,88551.52,90~144平方米,257363,2023/11/21,1,142.82
南山,109121.78,144平方米以上,257364,2023/11/21,2,432.31
深汕,10000,144平方米以上,257365,2023/11/21,1,165.3
全市,81704.52,144平方米以上,257366,2023/11/21,3,597.61
盐田,48517.32,90平方米以下,257285,2023/11/20,2,74.82
坪山,33468.98,90平方米以下,257286,2023/11/20,2,170.69
南山,100061.26,90平方米以下,257287,2023/11/20,1,83.27
龙华,59038.23,90平方米以下,257288,2023/11/20,2,159.82
龙岗,32520.08,90平方米以下,257289,2023/11/20,3,127.71
光明,44120.26,90平方米以下,257290,2023/11/20,4,342.61
全市,47706.7,90平方米以下,257291,2023/11/20,22,1546.71
宝安,46630.21,90平方米以下,257292,2023/11/20,8,587.79
全市,59168.46,90~144平方米,257293,2023/11/20,13,1407.28
坪山,43003,90~144平方米,257294,2023/11/20,1,96.69
龙华,73256.48,90~144平方米,257295,2023/11/20,2,196.54
龙岗,40291.85,90~144平方米,257296,2023/11/20,1,94.11
光明,44670.3,90~144平方米,257297,2023/11/20,3,284.57
宝安,70525.45,90~144平方米,257298,2023/11/20,4,470.89
福田,56705.18,90~144平方米,257299,2023/11/20,2,264.48
宝安,31257.6,144平方米以上,257300,2023/11/20,1,444.84
福田,51976.91,144平方米以上,257301,2023/11/20,3,673.29
全市,43733.88,144平方米以上,257302,2023/11/20,4,1118.13
坪山,35292.11,90平方米以下,257182,2023/11/19,6,506.04
南山,76639.22,90平方米以下,257183,2023/11/19,2,81.93
龙华,63326.13,90平方米以下,257184,2023/11/19,4,346.98
全市,43808.27,90平方米以下,257185,2023/11/19,47,3426.27
光明,40335.16,90平方米以下,257186,2023/11/19,12,1036.81
福田,88610.01,90平方米以下,257187,2023/11/19,2,146.45
宝安,49812.08,90平方米以下,257188,2023/11/19,7,468.22
龙岗,27964.58,90平方米以下,257189,2023/11/19,12,712.64
全市,59360.52,90~144平方米,257190,2023/11/19,43,4613.11
深汕,11506.45,90~144平方米,257191,2023/11/19,1,128.28
坪山,36125.62,90~144平方米,257192,2023/11/19,3,311.83
南山,93187.08,90~144平方米,257193,2023/11/19,3,360.77
罗湖,66988.09,90~144平方米,257194,2023/11/19,2,188.94
龙华,59967.56,90~144平方米,257195,2023/11/19,11,1107.41
龙岗,44562.75,90~144平方米,257196,2023/11/19,9,910.86
光明,40501.37,90~144平方米,257237,2023/11/19,5,518.14
宝安,62685.7,90~144平方米,257238,2023/11/19,4,422.85
福田,90852.14,90~144平方米,257239,2023/11/19,5,664.03
盐田,46692.46,90平方米以下,257181,2023/11/19,2,127.2
光明,42211.41,90平方米以下,257104,2023/11/18,6,525.04
福田,86100.82,90平方米以下,257105,2023/11/18,2,166.13
宝安,47822.48,90平方米以下,257106,2023/11/18,11,739.6
全市,48721.08,90平方米以下,257107,2023/11/18,39,2921.06
全市,55614.2,90~144平方米,257108,2023/11/18,52,5383.68
深汕,10031,90~144平方米,257109,2023/11/18,1,94.61
坪山,36382.45,90~144平方米,257110,2023/11/18,2,187.12
罗湖,63732.67,90~144平方米,257111,2023/11/18,2,221.85
龙华,58989.63,90~144平方米,257112,2023/11/18,16,1624.01
龙岗,40368.03,90~144平方米,257113,2023/11/18,8,842.12
光明,41099.77,90~144平方米,257114,2023/11/18,6,628.21
宝安,63225.4,90~144平方米,257115,2023/11/18,15,1539.09
福田,99686.62,90~144平方米,257116,2023/11/18,2,246.67
福田,47957.61,144平方米以上,257177,2023/11/18,3,696.56
龙岗,55818.65,144平方米以上,257178,2023/11/18,1,177.84
罗湖,56274.18,144平方米以上,257179,2023/11/18,1,151.53
全市,50548.64,144平方米以上,257180,2023/11/18,5,1025.93
坪山,32798.62,90平方米以下,257100,2023/11/18,3,217.43
南山,63679.24,90平方米以下,257101,2023/11/18,3,143.77
龙华,67730.88,90平方米以下,257102,2023/11/18,6,496.6
龙岗,32505.44,90平方米以下,257103,2023/11/18,8,632.49
龙华,64265.86,90~144平方米,257089,2023/11/17,10,1023.32
龙岗,44950.94,90~144平方米,257090,2023/11/17,4,386.78
光明,45337.7,90~144平方米,257091,2023/11/17,4,398.4
福田,96956.22,90~144平方米,257092,2023/11/17,4,479.21
宝安,87463.52,90~144平方米,257093,2023/11/17,18,1964.82
大鹏,32561.51,90~144平方米,257094,2023/11/17,1,124.38
宝安,105747.82,144平方米以上,257095,2023/11/17,1,157.16
福田,126988.56,144平方米以上,257096,2023/11/17,1,262.3
龙华,77645.2,144平方米以上,257097,2023/11/17,1,182.68
罗湖,90739.06,144平方米以上,257098,2023/11/17,1,181.07
全市,102836.75,144平方米以上,257099,2023/11/17,4,783.21
坪山,37157.38,90平方米以下,257077,2023/11/17,4,331.01
南山,70974.13,90平方米以下,257078,2023/11/17,3,153.99
龙华,68638.56,90平方米以下,257079,2023/11/17,2,161.33
龙岗,31783.58,90平方米以下,257080,2023/11/17,12,837.18
光明,38738.78,90平方米以下,257081,2023/11/17,17,1058.27
宝安,49229.96,90平方米以下,257082,2023/11/17,16,1052.46
全市,42768.28,90平方米以下,257083,2023/11/17,54,3594.24
深汕,11229.71,90~144平方米,257084,2023/11/17,2,256.58
盐田,45787.54,90~144平方米,257085,2023/11/17,1,92.46
全市,72139.01,90~144平方米,257086,2023/11/17,52,5607.39
南山,97313.52,90~144平方米,257087,2023/11/17,5,575.18
罗湖,58278.18,90~144平方米,257088,2023/11/17,3,306.26
深汕,21432.35,90平方米以下,256997,2023/11/16,1,40.18
坪山,34019.09,90平方米以下,256998,2023/11/16,6,484.01
南山,62843.94,90平方米以下,256999,2023/11/16,1,34.66
龙华,45146.35,90平方米以下,257000,2023/11/16,6,311.52
全市,44581.49,90平方米以下,257001,2023/11/16,42,2990.24
光明,40086.24,90平方米以下,257002,2023/11/16,11,795.13
福田,91081.62,90平方米以下,257003,2023/11/16,1,74.26
宝安,52552.75,90平方米以下,257004,2023/11/16,13,1051.33
龙岗,29388.37,90平方米以下,257005,2023/11/16,3,199.15
全市,59308.42,90~144平方米,257006,2023/11/16,78,8417.3
深汕,13545,90~144平方米,257007,2023/11/16,1,135.83
坪山,33645.43,90~144平方米,257008,2023/11/16,2,227.71
南山,91446.94,90~144平方米,257009,2023/11/16,4,478.48
罗湖,52523.68,90~144平方米,257010,2023/11/16,6,685.21
龙华,54671.7,90~144平方米,257011,2023/11/16,17,1808.91
龙岗,42674.67,90~144平方米,257012,2023/11/16,10,1034.56
光明,44072.47,90~144平方米,257013,2023/11/16,8,787.48
宝安,66320.15,90~144平方米,257014,2023/11/16,26,2761.99
福田,98651.81,90~144平方米,257015,2023/11/16,4,497.13
福田,115932.2,144平方米以上,257016,2023/11/16,1,183.83
全市,115932.2,144平方米以上,257017,2023/11/16,1,183.83
盐田,43090.89,90平方米以下,256897,2023/11/15,6,314.01
坪山,33244.09,90平方米以下,256898,2023/11/15,7,513.86
南山,68554.49,90平方米以下,256899,2023/11/15,1,58.3
龙华,65139.51,90平方米以下,256900,2023/11/15,5,427.99
全市,47296.89,90平方米以下,256901,2023/11/15,51,3856.87
光明,42481.74,90平方米以下,256902,2023/11/15,10,864.65
福田,80096.89,90平方米以下,256903,2023/11/15,3,244.72
宝安,47857.45,90平方米以下,256904,2023/11/15,11,846.96
龙岗,39329.29,90平方米以下,256905,2023/11/15,8,586.38
全市,66217.71,90~144平方米,256906,2023/11/15,53,5676.87
坪山,41470.26,90~144平方米,256907,2023/11/15,1,118.41
南山,89007.34,90~144平方米,256908,2023/11/15,2,225.93
罗湖,61155.87,90~144平方米,256909,2023/11/15,3,293.14
龙华,54447.13,90~144平方米,256910,2023/11/15,8,870.96
龙岗,48474.23,90~144平方米,256911,2023/11/15,3,317.22
光明,43162.43,90~144平方米,256912,2023/11/15,8,795.13
宝安,75887.12,90~144平方米,256913,2023/11/15,26,2806.57
福田,91626.17,90~144平方米,256914,2023/11/15,2,249.51
宝安,50138.81,144平方米以上,256915,2023/11/15,2,328.13
南山,98779.23,144平方米以上,256916,2023/11/15,1,242.79
全市,70823.68,144平方米以上,256917,2023/11/15,3,570.92
坪山,36986.18,90平方米以下,256817,2023/11/14,1,79.93
南山,67939.89,90平方米以下,256818,2023/11/14,1,58.33
龙华,69220.41,90平方米以下,256819,2023/11/14,1,79.23
龙岗,31410.24,90平方米以下,256820,2023/11/14,4,280.01
光明,43030.37,90平方米以下,256821,2023/11/14,9,760.42
福田,74157.48,90平方米以下,256822,2023/11/14,5,237.83
宝安,53255.52,90平方米以下,256823,2023/11/14,7,402.02
全市,48987.27,90平方米以下,256824,2023/11/14,28,1897.77
全市,65941.87,90~144平方米,256825,2023/11/14,30,3092.91
深汕,11298,90~144平方米,256826,2023/11/14,1,97.6
坪山,33739.17,90~144平方米,256827,2023/11/14,1,96.57
南山,108704.36,90~144平方米,256828,2023/11/14,2,218.83
龙华,67637.94,90~144平方米,256829,2023/11/14,1,91.27
龙岗,40235.28,90~144平方米,256830,2023/11/14,2,189.28
光明,44224.12,90~144平方米,256831,2023/11/14,12,1135.43
宝安,84930.78,90~144平方米,256832,2023/11/14,9,1016.46
福田,102931.47,90~144平方米,256833,2023/11/14,2,247.47
宝安,28991.47,144平方米以上,256834,2023/11/14,2,847.11
南山,90975.91,144平方米以上,256835,2023/11/14,2,570.05
全市,53924.6,144平方米以上,256836,2023/11/14,4,1417.16
龙岗,22916.35,90平方米以下,256740,2023/11/13,3,196.26
光明,43108.41,90平方米以下,256741,2023/11/13,4,332.23
福田,60138.38,90平方米以下,256742,2023/11/13,4,194.73
宝安,42836.9,90平方米以下,256743,2023/11/13,6,495.27
全市,45783.58,90平方米以下,256744,2023/11/13,29,2023.07
全市,58369.61,90~144平方米,256745,2023/11/13,43,4427.63
坪山,34111.78,90~144平方米,256746,2023/11/13,2,223.45
南山,94054.64,90~144平方米,256747,2023/11/13,2,248.21
罗湖,48981.28,90~144平方米,256748,2023/11/13,1,92.5
龙华,50753.06,90~144平方米,256749,2023/11/13,4,391.35
龙岗,37887.1,90~144平方米,256750,2023/11/13,1,96.66
光明,44526.15,90~144平方米,256751,2023/11/13,19,1879.98
宝安,74312.38,90~144平方米,256752,2023/11/13,12,1271.78
福田,94765.59,90~144平方米,256753,2023/11/13,2,223.7
福田,56877.7,144平方米以上,256754,2023/11/13,1,217.66
全市,56877.7,144平方米以上,256755,2023/11/13,1,217.66
坪山,35461.53,90平方米以下,256737,2023/11/13,3,244.09
南山,67459.51,90平方米以下,256738,2023/11/13,4,194.48
龙华,52189.85,90平方米以下,256739,2023/11/13,5,366.01
坪山,36384.69,90平方米以下,256646,2023/11/12,7,566.27
南山,76314.49,90平方米以下,256647,2023/11/12,1,48.37
龙华,65696.55,90平方米以下,256648,2023/11/12,4,331.59
龙岗,33145.5,90平方米以下,256649,2023/11/12,7,467.85
光明,42600.28,90平方米以下,256650,2023/11/12,4,356.15
宝安,48111.18,90平方米以下,256651,2023/11/12,8,636.14
全市,44616.53,90平方米以下,256652,2023/11/12,31,2406.37
深汕,16278.69,90~144平方米,256653,2023/11/12,1,122.86
全市,62701.43,90~144平方米,256654,2023/11/12,47,5291.66
坪山,35767.97,90~144平方米,256655,2023/11/12,1,95.93
南山,90619.57,90~144平方米,256656,2023/11/12,7,866.02
罗湖,52960.59,90~144平方米,256657,2023/11/12,2,232.34
龙华,61460.69,90~144平方米,256658,2023/11/12,10,1078.03
龙岗,44702.34,90~144平方米,256659,2023/11/12,11,1255.67
光明,42005.12,90~144平方米,256660,2023/11/12,3,336.43
宝安,70448.74,90~144平方米,256661,2023/11/12,11,1181.69
福田,128877.46,90~144平方米,256662,2023/11/12,1,122.69
龙岗,55056.24,144平方米以上,256663,2023/11/12,1,185.81
罗湖,54064.18,144平方米以上,256664,2023/11/12,1,151.07
全市,54611.36,144平方米以上,256665,2023/11/12,2,336.88
龙华,59159.55,90平方米以下,256585,2023/11/11,3,258.42
龙岗,31921.93,90平方米以下,256586,2023/11/11,14,848.02
光明,42065.6,90平方米以下,256587,2023/11/11,9,775.79
宝安,46813.49,90平方米以下,256588,2023/11/11,13,969.83
全市,43011.73,90平方米以下,256589,2023/11/11,48,3473.3
全市,62809.36,90~144平方米,256590,2023/11/11,90,9576.04
深汕,11490.11,90~144平方米,256591,2023/11/11,2,225.88
坪山,35747.19,90~144平方米,256592,2023/11/11,5,509.92
南山,88197.36,90~144平方米,256593,2023/11/11,5,569.48
罗湖,53968.15,90~144平方米,256594,2023/11/11,6,632.83
龙华,60318.96,90~144平方米,256595,2023/11/11,18,2005.46
龙岗,42452.48,90~144平方米,256596,2023/11/11,9,941.07
光明,44114.03,90~144平方米,256597,2023/11/11,9,933.07
宝安,76919.24,90~144平方米,256598,2023/11/11,34,3505.89
福田,97100.82,90~144平方米,256599,2023/11/11,2,252.44
宝安,49579.18,144平方米以上,256600,2023/11/11,1,151.53
福田,110305.39,144平方米以上,256601,2023/11/11,2,445.64
全市,94896.3,144平方米以上,256602,2023/11/11,3,597.17
盐田,48903.63,90平方米以下,256582,2023/11/11,3,245.83
坪山,32923.81,90平方米以下,256583,2023/11/11,3,227.35
南山,64107.72,90平方米以下,256584,2023/11/11,3,148.06
盐田,56467.93,90平方米以下,256497,2023/11/10,1,73.31
深汕,10462.36,90平方米以下,256498,2023/11/10,1,89.21
坪山,35378.53,90平方米以下,256499,2023/11/10,8,639.29
南山,65584.6,90平方米以下,256500,2023/11/10,2,107.08
全市,41740.91,90平方米以下,256501,2023/11/10,59,4536.35
龙岗,29683.68,90平方米以下,256502,2023/11/10,16,1067.25
光明,42636.06,90平方米以下,256503,2023/11/10,18,1529.73
宝安,50745.19,90平方米以下,256504,2023/11/10,9,695.03
龙华,66977.03,90平方米以下,256505,2023/11/10,4,335.45
全市,61709.75,90~144平方米,256506,2023/11/10,98,10505.24
盐田,44209.28,90~144平方米,256507,2023/11/10,1,101.11
深汕,11922.06,90~144平方米,256508,2023/11/10,3,388.33
坪山,34876.39,90~144平方米,256509,2023/11/10,8,870.42
南山,85533.61,90~144平方米,256510,2023/11/10,5,553.67
罗湖,51127.57,90~144平方米,256511,2023/11/10,3,332.79
龙华,67975.83,90~144平方米,256512,2023/11/10,9,961.8
龙岗,47764.5,90~144平方米,256513,2023/11/10,5,515.86
光明,45414.03,90~144平方米,256514,2023/11/10,34,3365.63
宝安,86216.93,90~144平方米,256515,2023/11/10,24,2662.84
福田,95643.05,90~144平方米,256516,2023/11/10,6,752.79
宝安,77170.6,144平方米以上,256517,2023/11/10,2,316.23
罗湖,39209.17,144平方米以上,256518,2023/11/10,2,347.38
南山,93597.5,144平方米以上,256519,2023/11/10,2,469.75
全市,72343.8,144平方米以上,256520,2023/11/10,6,1133.36
罗湖,54914.18,144平方米以上,256419,2023/11/9,1,151.07
南山,82891,144平方米以上,256420,2023/11/9,2,466.5
全市,77955.73,144平方米以上,256421,2023/11/9,7,1338.52
坪山,34627.85,90平方米以下,256399,2023/11/9,4,314.34
南山,67320,90平方米以下,256400,2023/11/9,1,58.3
全市,46968.89,90平方米以下,256401,2023/11/9,70,5213.54
龙岗,31677.12,90平方米以下,256402,2023/11/9,17,1011.42
光明,42085.69,90平方米以下,256403,2023/11/9,16,1311.56
福田,70486.5,90平方米以下,256404,2023/11/9,6,331.99
宝安,51771.69,90平方米以下,256405,2023/11/9,15,1270.46
龙华,65719.55,90平方米以下,256406,2023/11/9,8,676.38
全市,56908.47,90~144平方米,256407,2023/11/9,56,6051.05
盐田,47487.54,90~144平方米,256408,2023/11/9,1,92.45
