所属区,成交均价,用途,序号,可售面积,日期,可售套数,成交套数,成交面积
坪山,0,商业,270695,38860.75,2024-05-04,425,0,0
深汕,0,商业,270696,100609.53,2024-05-04,1491,0,0
盐田,0,商业,270697,3794.18,2024-05-04,62,0,0
全市,21121.39,商业,270698,1413780.06,2024-05-04,19454,5,267.68
宝安,62517.06,住宅,270699,771425.15,2024-05-04,7844,3,303.38
大鹏,0,住宅,270700,80012.13,2024-05-04,687,0,0
福田,0,住宅,270701,169181.11,2024-05-04,1212,0,0
光明,0,住宅,270702,821293.67,2024-05-04,8541,0,0
龙岗,0,住宅,270703,1247058.22,2024-05-04,13177,0,0
龙华,56713.44,住宅,270704,905513.15,2024-05-04,9084,6,580.47
罗湖,84394.12,住宅,270705,64903.85,2024-05-04,567,13,1712.85
南山,0,住宅,270706,241068.51,2024-05-04,1900,0,0
坪山,32608,住宅,270707,506800.39,2024-05-04,5703,1,91.35
深汕,0,住宅,270708,413733.05,2024-05-04,3341,0,0
盐田,0,住宅,270709,49386.8,2024-05-04,468,0,0
全市,74187.64,住宅,270710,5270376.03,2024-05-04,52524,23,2688.05
宝安,0,办公楼,270711,207775.79,2024-05-04,1483,0,0
福田,0,办公楼,270712,60365.79,2024-05-04,473,0,0
光明,0,办公楼,270713,40548.33,2024-05-04,541,0,0
龙岗,0,办公楼,270714,114787.79,2024-05-04,1522,0,0
龙华,0,办公楼,270715,54825.58,2024-05-04,270,0,0
罗湖,0,办公楼,270716,221451.83,2024-05-04,2156,0,0
南山,46866.6,办公楼,270717,369995.12,2024-05-04,1978,2,222.36
坪山,0,办公楼,270718,4631.33,2024-05-04,117,0,0
深汕,0,办公楼,270719,54013.67,2024-05-04,400,0,0
盐田,0,办公楼,270720,6435.47,2024-05-04,65,0,0
福田,0,其他,270721,87908.48,2024-05-04,556,0,0
宝安,0,其他,270677,218534.45,2024-05-04,2187,0,0
坪山,0,办公楼,270638,4631.33,2024-05-03,117,0,0
深汕,0,办公楼,270639,54013.67,2024-05-03,400,0,0
盐田,0,办公楼,270640,6435.47,2024-05-03,65,0,0
福田,0,其他,270641,87908.48,2024-05-03,556,0,0
宝安,0,其他,270597,218534.45,2024-05-03,2187,0,0
全市,48687.6,办公楼,270598,1134830.7,2024-05-03,9005,1,94.25
光明,0,其他,270599,53354.03,2024-05-03,335,0,0
龙岗,0,其他,270600,97914.92,2024-05-03,453,0,0
龙华,0,其他,270601,340755.81,2024-05-03,1465,0,0
罗湖,0,其他,270602,142575.38,2024-05-03,237,0,0
南山,0,其他,270603,177848.21,2024-05-03,1533,0,0
深汕,0,其他,270604,11177.5,2024-05-03,238,0,0
盐田,0,其他,270605,12929.95,2024-05-03,51,0,0
全市,0,其他,270606,1142998.73,2024-05-03,7055,0,0
宝安,28081.87,商业,270607,356387.29,2024-05-03,5003,1,35.3
大鹏,0,商业,270608,30774.51,2024-05-03,509,0,0
福田,0,商业,270609,69503.2,2024-05-03,409,0,0
光明,0,商业,270610,116290.16,2024-05-03,1892,0,0
龙岗,19584.54,商业,270611,187938.21,2024-05-03,2731,2,113.03
龙华,0,商业,270612,85788.16,2024-05-03,1879,0,0
罗湖,0,商业,270613,105044.72,2024-05-03,1016,0,0
南山,0,商业,270614,319039.11,2024-05-03,4043,0,0
坪山,22130.46,商业,270615,38860.75,2024-05-03,425,1,49.02
深汕,0,商业,270616,100609.53,2024-05-03,1491,0,0
盐田,0,商业,270617,3794.18,2024-05-03,62,0,0
全市,21736.84,商业,270618,1414029.82,2024-05-03,19460,4,197.35
宝安,60619.8,住宅,270619,773050.48,2024-05-03,7858,9,1027.36
大鹏,0,住宅,270620,80012.13,2024-05-03,687,0,0
福田,84333.72,住宅,270621,169499.84,2024-05-03,1215,1,123.62
光明,40781.29,住宅,270622,821580.88,2024-05-03,8544,4,426.23
龙岗,30169.86,住宅,270623,1248224.09,2024-05-03,13189,3,263.45
龙华,57397.17,住宅,270624,906968.93,2024-05-03,9099,6,598.1
罗湖,84760.25,住宅,270625,64903.85,2024-05-03,567,16,1848.84
南山,0,住宅,270626,240361.01,2024-05-03,1894,0,0
坪山,28670.7,住宅,270627,506988.77,2024-05-03,5705,5,424.95
深汕,0,住宅,270628,413733.05,2024-05-03,3341,0,0
盐田,0,住宅,270629,49386.8,2024-05-03,468,0,0
全市,63926.15,住宅,270630,5274709.83,2024-05-03,52567,44,4712.55
宝安,0,办公楼,270631,207775.79,2024-05-03,1483,0,0
福田,0,办公楼,270632,60365.79,2024-05-03,473,0,0
光明,0,办公楼,270633,40548.33,2024-05-03,541,0,0
龙岗,0,办公楼,270634,114787.79,2024-05-03,1522,0,0
龙华,0,办公楼,270635,54825.58,2024-05-03,270,0,0
罗湖,0,办公楼,270636,221451.83,2024-05-03,2156,0,0
南山,48687.6,办公楼,270637,369995.12,2024-05-03,1978,1,94.25
坪山,0,商业,270535,38860.75,2024-05-02,425,0,0
深汕,0,商业,270536,100609.53,2024-05-02,1491,0,0
盐田,0,商业,270537,3794.18,2024-05-02,62,0,0
全市,15608.52,商业,270538,1414177.71,2024-05-02,19463,3,99.44
宝安,57380.94,住宅,270539,773291.54,2024-05-02,7860,16,1793.11
大鹏,0,住宅,270540,80012.13,2024-05-02,687,0,0
福田,97173.31,住宅,270541,170040.78,2024-05-02,1220,5,648.91
光明,41983.18,住宅,270542,821947.82,2024-05-02,8548,12,1223.86
龙岗,35586.52,住宅,270543,1249290.55,2024-05-02,13200,9,811.92
龙华,54957.1,住宅,270544,910405.72,2024-05-02,9132,6,547.27
罗湖,0,住宅,270545,65329.67,2024-05-02,571,0,0
南山,109576.91,住宅,270546,240234.34,2024-05-02,1893,1,90.76
坪山,31337.91,住宅,270547,507249.06,2024-05-02,5708,4,317.79
深汕,0,住宅,270548,413733.05,2024-05-02,3341,0,0
盐田,0,住宅,270549,49386.8,2024-05-02,468,0,0
全市,54512.92,住宅,270550,5280921.46,2024-05-02,52628,53,5433.62
宝安,0,办公楼,270551,207775.79,2024-05-02,1483,0,0
福田,0,办公楼,270552,60365.79,2024-05-02,473,0,0
光明,0,办公楼,270553,40548.33,2024-05-02,541,0,0
龙岗,0,办公楼,270554,114787.79,2024-05-02,1522,0,0
龙华,0,办公楼,270555,54825.58,2024-05-02,270,0,0
罗湖,0,办公楼,270556,221451.83,2024-05-02,2156,0,0
南山,0,办公楼,270557,370318.46,2024-05-02,1980,0,0
坪山,0,办公楼,270558,4631.33,2024-05-02,117,0,0
深汕,0,办公楼,270559,54013.67,2024-05-02,400,0,0
盐田,0,办公楼,270560,6435.47,2024-05-02,65,0,0
福田,0,其他,270561,87908.48,2024-05-02,556,0,0
罗湖,0,商业,270533,105044.72,2024-05-02,1016,0,0
南山,0,商业,270534,319039.11,2024-05-02,4043,0,0
宝安,0,其他,270517,218534.45,2024-05-02,2187,0,0
全市,0,办公楼,270518,1135154.04,2024-05-02,9007,0,0
光明,0,其他,270519,53354.03,2024-05-02,335,0,0
龙岗,0,其他,270520,97914.92,2024-05-02,453,0,0
龙华,0,其他,270521,340755.81,2024-05-02,1465,0,0
罗湖,0,其他,270522,142575.38,2024-05-02,237,0,0
南山,0,其他,270523,177848.21,2024-05-02,1533,0,0
深汕,0,其他,270524,11177.5,2024-05-02,238,0,0
盐田,0,其他,270525,12929.95,2024-05-02,51,0,0
全市,0,其他,270526,1142998.73,2024-05-02,7055,0,0
宝安,0,商业,270527,356422.59,2024-05-02,5004,0,0
大鹏,0,商业,270528,30774.51,2024-05-02,509,0,0
福田,0,商业,270529,69503.2,2024-05-02,409,0,0
光明,0,商业,270530,116290.16,2024-05-02,1892,0,0
龙岗,15608.52,商业,270531,188050.8,2024-05-02,2733,3,99.44
龙华,0,商业,270532,85788.16,2024-05-02,1879,0,0
光明,0,办公楼,270472,40548.33,2024-05-01,541,0,0
龙岗,0,办公楼,270473,114787.79,2024-05-01,1522,0,0
龙华,0,办公楼,270474,54825.58,2024-05-01,270,0,0
罗湖,0,办公楼,270475,221451.83,2024-05-01,2156,0,0
南山,50725.68,办公楼,270476,370665.81,2024-05-01,1983,2,211.67
坪山,0,办公楼,270477,4631.33,2024-05-01,117,0,0
深汕,0,办公楼,270478,54013.67,2024-05-01,400,0,0
盐田,0,办公楼,270479,6435.47,2024-05-01,65,0,0
福田,0,其他,270480,87908.48,2024-05-01,556,0,0
宝安,75374.31,住宅,270458,774406.1,2024-05-01,7870,9,832.93
大鹏,0,住宅,270459,80101.08,2024-05-01,688,0,0
福田,89674.12,住宅,270460,170456.02,2024-05-01,1224,3,329.67
光明,38472.18,住宅,270461,822206.92,2024-05-01,8551,6,560.97
龙岗,34465.52,住宅,270462,1250423.46,2024-05-01,13212,18,1631.54
龙华,58258.57,住宅,270463,911627.83,2024-05-01,9144,12,1199.05
罗湖,54439.01,住宅,270464,67216.65,2024-05-01,586,2,191.2
南山,77007.75,住宅,270465,242320.76,2024-05-01,1912,3,304.56
坪山,33017.88,住宅,270466,507249.06,2024-05-01,5708,3,249.34
深汕,0,住宅,270467,413733.05,2024-05-01,3341,0,0
盐田,0,住宅,270468,49386.8,2024-05-01,468,0,0
全市,53235.33,住宅,270469,5289127.73,2024-05-01,52704,56,5299.26
宝安,0,办公楼,270470,207775.79,2024-05-01,1483,0,0
福田,0,办公楼,270471,60365.79,2024-05-01,473,0,0
盐田,0,其他,270444,12929.95,2024-05-01,51,0,0
全市,0,其他,270445,1142998.73,2024-05-01,7055,0,0
宝安,0,商业,270446,356422.59,2024-05-01,5004,0,0
大鹏,0,商业,270447,30774.51,2024-05-01,509,0,0
福田,0,商业,270448,69503.2,2024-05-01,409,0,0
光明,39591.76,商业,270449,116290.16,2024-05-01,1892,1,39.92
龙岗,10025.85,商业,270450,188088.79,2024-05-01,2734,4,317.08
龙华,0,商业,270451,85788.16,2024-05-01,1879,0,0
罗湖,0,商业,270452,105044.72,2024-05-01,1016,0,0
南山,0,商业,270453,319039.11,2024-05-01,4043,0,0
坪山,32437.64,商业,270454,38860.75,2024-05-01,425,1,66.24
深汕,0,商业,270455,100609.53,2024-05-01,1491,0,0
盐田,0,商业,270456,3794.18,2024-05-01,62,0,0
全市,16322.11,商业,270457,1414215.7,2024-05-01,19464,6,423.24
全市,50725.68,办公楼,270437,1135501.39,2024-05-01,9010,2,211.67
光明,0,其他,270438,53354.03,2024-05-01,335,0,0
龙岗,0,其他,270439,97914.92,2024-05-01,453,0,0
龙华,0,其他,270440,340755.81,2024-05-01,1465,0,0
罗湖,0,其他,270441,142575.38,2024-05-01,237,0,0
南山,0,其他,270442,177848.21,2024-05-01,1533,0,0
深汕,0,其他,270443,11177.5,2024-05-01,238,0,0
宝安,0,其他,270436,218534.45,2024-05-01,2187,0,0
福田,0,办公楼,270396,60365.79,2024-04-30,473,0,0
光明,0,办公楼,270397,40548.33,2024-04-30,541,0,0
龙岗,0,办公楼,270398,114787.79,2024-04-30,1522,0,0
龙华,0,办公楼,270399,54825.58,2024-04-30,270,0,0
罗湖,0,办公楼,270400,221451.83,2024-04-30,2156,0,0
南山,45059.72,办公楼,270401,370665.81,2024-04-30,1983,2,212.77
坪山,0,办公楼,270402,4631.33,2024-04-30,117,0,0
深汕,0,办公楼,270403,54013.67,2024-04-30,400,0,0
盐田,0,办公楼,270404,6435.47,2024-04-30,65,0,0
福田,0,其他,270405,87908.48,2024-04-30,556,0,0
深汕,12777.01,住宅,270392,413733.05,2024-04-30,3341,1,83.33
盐田,0,住宅,270393,49386.8,2024-04-30,468,0,0
全市,66700.04,住宅,270394,5297320,2024-04-30,52777,86,10300.29
宝安,0,办公楼,270395,207775.79,2024-04-30,1483,0,0
坪山,34003.94,住宅,270391,507589.58,2024-04-30,5712,1,89.19
龙华,53050.54,住宅,270388,911854.92,2024-04-30,9146,18,1656.58
罗湖,0,住宅,270389,69847.74,2024-04-30,608,0,0
南山,78421.78,住宅,270390,242423.76,2024-04-30,1913,1,96.93
宝安,0,其他,270341,218534.45,2024-04-30,2187,0,0
全市,45059.72,办公楼,270342,1135501.39,2024-04-30,9010,2,212.77
光明,0,其他,270343,53354.03,2024-04-30,335,0,0
龙岗,0,其他,270344,97914.92,2024-04-30,453,0,0
龙华,0,其他,270345,340755.81,2024-04-30,1465,0,0
罗湖,0,其他,270346,142575.38,2024-04-30,237,0,0
南山,0,其他,270347,177848.21,2024-04-30,1533,0,0
深汕,0,其他,270348,11177.5,2024-04-30,238,0,0
盐田,0,其他,270349,12929.95,2024-04-30,51,0,0
全市,0,其他,270350,1142998.73,2024-04-30,7055,0,0
宝安,0,商业,270351,356422.59,2024-04-30,5004,0,0
大鹏,0,商业,270352,30774.51,2024-04-30,509,0,0
福田,0,商业,270353,69503.2,2024-04-30,409,0,0
光明,0,商业,270354,116290.16,2024-04-30,1892,0,0
龙岗,18290.16,商业,270355,188163.76,2024-04-30,2736,1,36.58
龙华,31025.95,商业,270356,85788.16,2024-04-30,1879,3,82.38
罗湖,0,商业,270377,105044.72,2024-04-30,1016,0,0
南山,0,商业,270378,319039.11,2024-04-30,4043,0,0
坪山,0,商业,270379,38860.75,2024-04-30,425,0,0
深汕,0,商业,270380,100609.53,2024-04-30,1491,0,0
盐田,0,商业,270381,3794.18,2024-04-30,62,0,0
全市,27109.72,商业,270382,1414290.67,2024-04-30,19466,4,118.96
宝安,80935.08,住宅,270383,775336.98,2024-04-30,7879,38,5634.84
大鹏,0,住宅,270384,80101.08,2024-04-30,688,0,0
福田,83421.43,住宅,270385,171861.03,2024-04-30,1233,6,666.86
光明,40599.48,住宅,270386,822850.97,2024-04-30,8557,9,938.22
龙岗,33209.16,住宅,270387,1252334.09,2024-04-30,13232,12,1134.34
福田,0,商业,270289,69833.46,2024-04-29,410,0,0
光明,0,商业,270290,116290.16,2024-04-29,1892,0,0
龙岗,20861.57,商业,270291,188571.12,2024-04-29,2744,5,296.65
龙华,0,商业,270292,85788.16,2024-04-29,1879,0,0
罗湖,0,商业,270293,58708.33,2024-04-29,753,0,0
南山,0,商业,270294,332707.95,2024-04-29,4093,0,0
坪山,0,商业,270295,38909.77,2024-04-29,426,0,0
深汕,0,商业,270296,100609.53,2024-04-29,1491,0,0
盐田,0,商业,270297,3794.18,2024-04-29,62,0,0
全市,22681.76,商业,270298,1382409.76,2024-04-29,19263,7,368.65
宝安,79299.98,住宅,270299,777130.12,2024-04-29,7897,12,1462.82
大鹏,0,住宅,270300,80101.08,2024-04-29,688,0,0
福田,0,住宅,270301,172127.16,2024-04-29,1235,0,0
光明,39442.82,住宅,270302,823747.68,2024-04-29,8566,11,1053.96
龙岗,40012.47,住宅,270303,1253337.57,2024-04-29,13243,3,248.48
龙华,48547.95,住宅,270304,912317.66,2024-04-29,9151,11,1018.97
罗湖,0,住宅,270305,42315.66,2024-04-29,393,0,0
南山,91580.5,住宅,270306,240981.43,2024-04-29,1902,5,538.7
坪山,34538.85,住宅,270307,507659.29,2024-04-29,5713,3,268.33
深汕,0,住宅,270308,414036.22,2024-04-29,3344,0,0
盐田,50380.77,住宅,270309,49386.8,2024-04-29,468,1,89.09
全市,59840.52,住宅,270310,5273140.67,2024-04-29,52600,46,4680.35
宝安,0,办公楼,270311,207775.79,2024-04-29,1483,0,0
福田,0,办公楼,270312,60365.79,2024-04-29,473,0,0
光明,0,办公楼,270313,40548.33,2024-04-29,541,0,0
龙岗,0,办公楼,270314,114787.79,2024-04-29,1522,0,0
龙华,0,办公楼,270315,39319.13,2024-04-29,209,0,0
罗湖,0,办公楼,270316,221451.83,2024-04-29,2156,0,0
南山,48921.6,办公楼,270317,371290.99,2024-04-29,1989,1,94.25
坪山,0,办公楼,270318,4631.33,2024-04-29,117,0,0
深汕,0,办公楼,270319,54013.67,2024-04-29,400,0,0
盐田,0,办公楼,270320,6435.47,2024-04-29,65,0,0
福田,0,其他,270321,92312.19,2024-04-29,576,0,0
全市,48921.6,办公楼,270278,1120620.12,2024-04-29,8955,1,94.25
光明,0,其他,270279,53354.03,2024-04-29,335,0,0
龙岗,0,其他,270280,97914.92,2024-04-29,453,0,0
龙华,0,其他,270281,344663.13,2024-04-29,1467,0,0
罗湖,0,其他,270282,142575.38,2024-04-29,237,0,0
南山,0,其他,270283,177848.21,2024-04-29,1533,0,0
深汕,0,其他,270284,11177.5,2024-04-29,238,0,0
盐田,0,其他,270285,12929.95,2024-04-29,51,0,0
全市,46500,其他,270286,1151309.76,2024-04-29,7077,5,226.8
宝安,30181.17,商业,270287,356422.59,2024-04-29,5004,2,72
大鹏,0,商业,270288,30774.51,2024-04-29,509,0,0
宝安,46500,其他,270277,218534.45,2024-04-29,2187,5,226.8
宝安,29745.5,商业,270207,356457.89,2024-04-28,5005,1,67.28
大鹏,0,商业,270208,30774.51,2024-04-28,509,0,0
福田,0,商业,270209,69833.46,2024-04-28,410,0,0
光明,12195.12,商业,270210,116371.28,2024-04-28,1894,1,90.2
龙岗,21903.84,商业,270211,188630.98,2024-04-28,2745,9,518.88
龙华,0,商业,270212,85788.16,2024-04-28,1879,0,0
罗湖,67539.45,商业,270213,58708.33,2024-04-28,753,2,66.9
南山,0,商业,270214,332861.2,2024-04-28,4094,0,0
坪山,0,商业,270215,38909.77,2024-04-28,426,0,0
深汕,0,商业,270216,100609.53,2024-04-28,1491,0,0
盐田,0,商业,270217,3794.18,2024-04-28,62,0,0
全市,25543.06,商业,270218,1382739.29,2024-04-28,19268,13,743.26
宝安,55916.96,住宅,270219,778213.26,2024-04-28,7907,29,2993.87
大鹏,0,住宅,270220,80101.08,2024-04-28,688,0,0
福田,92340.3,住宅,270221,172002.17,2024-04-28,1234,4,449.21
光明,36879.37,住宅,270222,783902.35,2024-04-28,8173,5,457.47
龙岗,32148.85,住宅,270223,1254488.29,2024-04-28,13253,18,1789.98
龙华,57320.39,住宅,270224,913234.31,2024-04-28,9161,25,2509.61
罗湖,55039.07,住宅,270225,42386.71,2024-04-28,394,1,70.8
南山,95212.82,住宅,270226,241214.1,2024-04-28,1904,3,313.58
坪山,34108.21,住宅,270227,507718.06,2024-04-28,5714,7,594.24
深汕,0,住宅,270228,414036.22,2024-04-28,3344,0,0
盐田,0,住宅,270229,49386.8,2024-04-28,468,0,0
全市,52423.12,住宅,270230,5236683.35,2024-04-28,52240,92,9178.76
宝安,0,办公楼,270231,207775.79,2024-04-28,1483,0,0
福田,0,办公楼,270232,60365.79,2024-04-28,473,0,0
光明,0,办公楼,270233,40548.33,2024-04-28,541,0,0
龙岗,0,办公楼,270234,114787.79,2024-04-28,1522,0,0
龙华,0,办公楼,270235,39319.13,2024-04-28,209,0,0
罗湖,0,办公楼,270236,221451.83,2024-04-28,2156,0,0
南山,44305,办公楼,270237,371251.83,2024-04-28,1988,1,105.18
坪山,0,办公楼,270238,4631.33,2024-04-28,117,0,0
深汕,0,办公楼,270239,54013.67,2024-04-28,400,0,0
盐田,0,办公楼,270240,6435.47,2024-04-28,65,0,0
福田,0,其他,270241,92312.19,2024-04-28,576,0,0
宝安,0,其他,270197,218761.25,2024-04-28,2192,0,0
全市,44305,办公楼,270198,1120580.96,2024-04-28,8954,1,105.18
光明,0,其他,270199,53354.03,2024-04-28,335,0,0
龙岗,0,其他,270200,97914.92,2024-04-28,453,0,0
龙华,0,其他,270201,363369.97,2024-04-28,1474,0,0
罗湖,0,其他,270202,142575.38,2024-04-28,237,0,0
南山,0,其他,270203,177906.51,2024-04-28,1534,0,0
深汕,0,其他,270204,11177.5,2024-04-28,238,0,0
盐田,0,其他,270205,12929.95,2024-04-28,51,0,0
全市,0,其他,270206,1170301.7,2024-04-28,7090,0,0
南山,0,商业,270134,332861.2,2024-04-27,4094,0,0
坪山,0,商业,270135,38909.77,2024-04-27,426,0,0
深汕,0,商业,270136,100609.53,2024-04-27,1491,0,0
盐田,0,商业,270137,3794.18,2024-04-27,62,0,0
全市,25755.82,商业,270138,1383916.23,2024-04-27,19295,1,54.28
宝安,66648.17,住宅,270139,779420.45,2024-04-27,7917,27,2732.74
大鹏,0,住宅,270140,80101.08,2024-04-27,688,0,0
福田,82952.8,住宅,270141,172183.98,2024-04-27,1236,7,703.06
光明,38960.73,住宅,270142,784472.04,2024-04-27,8179,11,996.03
龙岗,38519.59,住宅,270143,1230564,2024-04-27,13040,15,1389.27
龙华,60162.04,住宅,270144,916465.91,2024-04-27,9192,15,1471.09
罗湖,59348.04,住宅,270145,42386.71,2024-04-27,394,6,611.55
南山,82937.44,住宅,270146,241783.21,2024-04-27,1909,7,772.34
坪山,31367.84,住宅,270147,508096.64,2024-04-27,5718,10,844.17
深汕,12871.25,住宅,270148,414036.22,2024-04-27,3344,3,366.25
盐田,49885.61,住宅,270149,49386.8,2024-04-27,468,1,88.24
全市,55863.39,住宅,270150,5218897.04,2024-04-27,52085,102,9974.74
宝安,0,办公楼,270151,207775.79,2024-04-27,1483,0,0
福田,0,办公楼,270152,60365.79,2024-04-27,473,0,0
光明,0,办公楼,270153,40548.33,2024-04-27,541,0,0
龙岗,0,办公楼,270154,116053.7,2024-04-27,1538,0,0
龙华,0,办公楼,270155,39319.13,2024-04-27,209,0,0
罗湖,0,办公楼,270156,221451.83,2024-04-27,2156,0,0
南山,43281.04,办公楼,270157,371346.08,2024-04-27,1989,1,105.82
坪山,0,办公楼,270158,4631.33,2024-04-27,117,0,0
深汕,0,办公楼,270159,54013.67,2024-04-27,400,0,0
盐田,0,办公楼,270160,6435.47,2024-04-27,65,0,0
福田,0,其他,270161,94058.29,2024-04-27,583,0,0
光明,0,其他,270119,53354.03,2024-04-27,335,0,0
龙岗,0,其他,270120,97914.92,2024-04-27,453,0,0
龙华,0,其他,270121,363369.97,2024-04-27,1474,0,0
罗湖,0,其他,270122,142575.38,2024-04-27,237,0,0
南山,0,其他,270123,178066.14,2024-04-27,1536,0,0
深汕,0,其他,270124,11177.5,2024-04-27,238,0,0
盐田,0,其他,270125,12929.95,2024-04-27,51,0,0
全市,24937.82,其他,270126,1172207.43,2024-04-27,7099,4,1913.9
宝安,0,商业,270127,356525.17,2024-04-27,5006,0,0
大鹏,0,商业,270128,30774.51,2024-04-27,509,0,0
福田,0,商业,270129,69833.46,2024-04-27,410,0,0
光明,0,商业,270130,116371.28,2024-04-27,1894,0,0
龙岗,25755.82,商业,270131,188826.05,2024-04-27,2748,1,54.28
龙华,0,商业,270132,86702.75,2024-04-27,1902,0,0
罗湖,0,商业,270133,58708.33,2024-04-27,753,0,0
宝安,24937.82,其他,270117,218761.25,2024-04-27,2192,4,1913.9
全市,43281.04,办公楼,270118,1121941.12,2024-04-27,8971,1,105.82
宝安,0,其他,270017,218761.25,2024-04-26,2192,0,0
全市,80536.35,办公楼,270018,1122152.12,2024-04-26,8973,1,96.11
光明,0,其他,270019,53354.03,2024-04-26,335,0,0
龙岗,0,其他,270020,97914.92,2024-04-26,453,0,0
龙华,0,其他,270021,363369.97,2024-04-26,1474,0,0
罗湖,0,其他,270022,142575.38,2024-04-26,237,0,0
南山,0,其他,270023,178066.14,2024-04-26,1536,0,0
深汕,0,其他,270024,11177.5,2024-04-26,238,0,0
盐田,0,其他,270025,12929.95,2024-04-26,51,0,0
全市,0,其他,270026,1172207.43,2024-04-26,7099,0,0
宝安,0,商业,270027,356525.17,2024-04-26,5006,0,0
大鹏,0,商业,270028,30774.51,2024-04-26,509,0,0
福田,0,商业,270029,69833.46,2024-04-26,410,0,0
光明,28843.44,商业,270030,116461.48,2024-04-26,1895,3,190.48
龙岗,22444.11,商业,270031,188922.19,2024-04-26,2750,8,430.53
龙华,0,商业,270032,86702.75,2024-04-26,1902,0,0
罗湖,0,商业,270033,58708.33,2024-04-26,753,0,0
南山,93139.21,商业,270034,332861.2,2024-04-26,4094,1,114.4
坪山,0,商业,270035,38909.77,2024-04-26,426,0,0
深汕,0,商业,270036,100609.53,2024-04-26,1491,0,0
盐田,0,商业,270037,3794.18,2024-04-26,62,0,0
全市,35098.91,商业,270038,1384102.57,2024-04-26,19298,12,735.41
宝安,67438.43,住宅,270039,781477.19,2024-04-26,7939,29,3157.65
大鹏,0,住宅,270040,80101.08,2024-04-26,688,0,0
福田,85019.86,住宅,270041,173176.25,2024-04-26,1244,1,122.46
光明,40313.47,住宅,270042,785360.72,2024-04-26,8189,12,1203.68
