所属区,成交均价,用途,序号,可售面积,日期,可售套数,成交套数,成交面积
盐田,0,其他,266203,12929.95,2024-03-09,51,0,0
南山,0,办公楼,266157,378696.32,2024-03-08,2074,0,0
坪山,0,办公楼,266158,4631.33,2024-03-08,117,0,0
深汕,0,办公楼,266159,54013.67,2024-03-08,400,0,0
盐田,0,办公楼,266160,6513.79,2024-03-08,67,0,0
福田,0,其他,266161,94489.59,2024-03-08,607,0,0
宝安,34162.68,商业,266127,359793.1,2024-03-08,5071,11,507.83
大鹏,0,商业,266128,30845.74,2024-03-08,510,0,0
福田,0,商业,266129,71221.02,2024-03-08,429,0,0
光明,0,商业,266130,126104.39,2024-03-08,2032,0,0
龙岗,22203.2,商业,266131,222565.37,2024-03-08,3542,4,143.54
龙华,0,商业,266132,87574.85,2024-03-08,1929,0,0
罗湖,0,商业,266133,58359.16,2024-03-08,752,0,0
南山,0,商业,266134,340587.59,2024-03-08,4189,0,0
坪山,0,商业,266135,40845.55,2024-03-08,458,0,0
深汕,0,商业,266136,98514.01,2024-03-08,1476,0,0
盐田,0,商业,266137,3794.18,2024-03-08,62,0,0
全市,31527.21,商业,266138,1440204.96,2024-03-08,20450,15,651.37
宝安,71216.44,住宅,266139,819484.19,2024-03-08,8522,19,2139.64
大鹏,20991.15,住宅,266140,81024.42,2024-03-08,698,1,88.29
福田,111672.99,住宅,266141,148435.03,2024-03-08,991,2,334.86
光明,41799.02,住宅,266142,780958.86,2024-03-08,8101,8,768.91
龙岗,32510.54,住宅,266143,1220321.21,2024-03-08,13013,15,1391.32
龙华,64201.97,住宅,266144,1008306.81,2024-03-08,10152,9,864.94
罗湖,60987.23,住宅,266145,45021.29,2024-03-08,278,4,459.88
南山,90062.21,住宅,266146,261617.97,2024-03-08,2095,4,373.84
坪山,33131.48,住宅,266147,597857.64,2024-03-08,6607,4,379.34
深汕,11523.81,住宅,266148,422318.61,2024-03-08,3419,1,119.32
盐田,0,住宅,266149,49994.97,2024-03-08,474,0,0
全市,57827.73,住宅,266150,5435341,2024-03-08,54350,67,6920.34
宝安,0,办公楼,266151,213048.51,2024-03-08,1509,0,0
福田,0,办公楼,266152,66260.08,2024-03-08,500,0,0
光明,0,办公楼,266153,40548.33,2024-03-08,541,0,0
龙岗,0,办公楼,266154,185777.13,2024-03-08,2533,0,0
龙华,0,办公楼,266155,39319.13,2024-03-08,209,0,0
罗湖,0,办公楼,266156,151897.58,2024-03-08,1425,0,0
宝安,0,其他,266117,231935.54,2024-03-08,2205,0,0
全市,0,办公楼,266118,1140705.87,2024-03-08,9375,0,0
光明,0,其他,266119,53354.03,2024-03-08,335,0,0
龙岗,0,其他,266120,176546.91,2024-03-08,659,0,0
龙华,0,其他,266121,295990.82,2024-03-08,1454,0,0
罗湖,0,其他,266122,117627.32,2024-03-08,196,0,0
南山,68573.41,其他,266123,200950.19,2024-03-08,1548,1,58.32
深汕,0,其他,266124,11177.5,2024-03-08,238,0,0
盐田,0,其他,266125,12929.95,2024-03-08,51,0,0
全市,68573.41,其他,266126,1195001.85,2024-03-08,7293,1,58.32
大鹏,0,商业,266029,30845.74,2024-03-07,510,0,0
福田,0,商业,266030,71221.02,2024-03-07,429,0,0
光明,43189.06,商业,266031,126104.39,2024-03-07,2032,1,50.72
龙岗,22017.16,商业,266032,222715.89,2024-03-07,3544,9,491.59
龙华,0,商业,266033,89794.86,2024-03-07,1962,0,0
罗湖,0,商业,266034,58359.16,2024-03-07,752,0,0
南山,49781.02,商业,266035,340812.53,2024-03-07,4191,1,34.66
坪山,0,商业,266036,40845.55,2024-03-07,458,0,0
深汕,0,商业,266037,98514.01,2024-03-07,1476,0,0
盐田,0,商业,266038,3794.18,2024-03-07,62,0,0
全市,28716.23,商业,266039,1442824.39,2024-03-07,20487,23,1116.07
宝安,58653.74,住宅,266040,821019.46,2024-03-07,8538,20,2154.33
大鹏,0,住宅,266041,81024.42,2024-03-07,698,0,0
福田,114790.21,住宅,266042,150257.6,2024-03-07,1010,1,134.26
光明,42099.16,住宅,266043,781380.75,2024-03-07,8105,16,1649.05
龙岗,37885.6,住宅,266044,1226209.46,2024-03-07,13077,22,2258.03
龙华,59400.28,住宅,266045,976524.93,2024-03-07,9778,21,2116.29
罗湖,0,住宅,266046,45387.02,2024-03-07,281,0,0
南山,87957.74,住宅,266047,262274.01,2024-03-07,2103,5,717.12
坪山,34181,住宅,266048,597880.79,2024-03-07,6607,5,544.15
深汕,11399.6,住宅,266049,422318.61,2024-03-07,3419,3,344.78
盐田,0,住宅,266050,49994.97,2024-03-07,474,0,0
全市,51225.61,住宅,266051,5414272.02,2024-03-07,54090,93,9918.01
宝安,71728.5,办公楼,266052,213552.9,2024-03-07,1511,1,267.37
福田,0,办公楼,266053,66260.08,2024-03-07,500,0,0
光明,0,办公楼,266054,40548.33,2024-03-07,541,0,0
龙岗,0,办公楼,266055,185777.13,2024-03-07,2533,0,0
龙华,0,办公楼,266056,39319.13,2024-03-07,209,0,0
罗湖,0,办公楼,266057,151897.58,2024-03-07,1425,0,0
南山,65990.44,办公楼,266058,378696.32,2024-03-07,2074,1,48.95
坪山,0,办公楼,266059,4631.33,2024-03-07,117,0,0
深汕,0,办公楼,266060,54013.67,2024-03-07,400,0,0
盐田,0,办公楼,266061,6513.79,2024-03-07,67,0,0
福田,0,其他,266062,93942.23,2024-03-07,596,0,0
罗湖,0,其他,266023,117627.32,2024-03-07,196,0,0
南山,67239.92,其他,266024,201067.03,2024-03-07,1550,1,58.17
深汕,0,其他,266025,11177.5,2024-03-07,238,0,0
盐田,0,其他,266026,12929.95,2024-03-07,51,0,0
全市,67239.92,其他,266027,1194599.94,2024-03-07,7285,1,58.17
宝安,32108.98,商业,266028,359817.06,2024-03-07,5071,12,539.1
宝安,0,其他,266018,231935.54,2024-03-07,2205,0,0
全市,70840.54,办公楼,266019,1141210.26,2024-03-07,9377,2,316.32
光明,0,其他,266020,53354.03,2024-03-07,335,0,0
龙岗,0,其他,266021,176546.91,2024-03-07,659,0,0
龙华,0,其他,266022,296019.43,2024-03-07,1455,0,0
全市,0,办公楼,265937,1141210.26,2024-03-06,9377,0,0
光明,0,其他,265938,53354.03,2024-03-06,335,0,0
龙岗,0,其他,265939,176546.91,2024-03-06,659,0,0
龙华,0,其他,265940,296151.97,2024-03-06,1458,0,0
罗湖,0,其他,265941,117627.32,2024-03-06,196,0,0
南山,69939.97,其他,265942,203911.91,2024-03-06,1593,1,101.45
深汕,0,其他,265943,11177.5,2024-03-06,238,0,0
盐田,0,其他,265944,12929.95,2024-03-06,51,0,0
全市,69939.97,其他,265945,1197179.28,2024-03-06,7323,1,101.45
宝安,74705.01,商业,265946,358697.77,2024-03-06,5055,2,167.85
大鹏,0,商业,265947,30845.74,2024-03-06,510,0,0
福田,0,商业,265948,71416.89,2024-03-06,431,0,0
光明,0,商业,265949,126104.39,2024-03-06,2032,0,0
龙岗,22391,商业,265950,223191.41,2024-03-06,3553,7,322.86
龙华,28890.44,商业,265951,89794.86,2024-03-06,1962,1,38.29
罗湖,0,商业,265952,58359.16,2024-03-06,752,0,0
南山,107961.04,商业,265953,340812.53,2024-03-06,4191,1,124.17
坪山,0,商业,265954,40845.55,2024-03-06,458,0,0
深汕,0,商业,265955,98514.01,2024-03-06,1476,0,0
盐田,0,商业,265956,3794.18,2024-03-06,62,0,0
全市,52482.71,商业,265957,1442376.49,2024-03-06,20482,11,653.17
宝安,78694.22,住宅,265958,822690.59,2024-03-06,8554,26,3260.11
大鹏,0,住宅,265959,81024.42,2024-03-06,698,0,0
福田,0,住宅,265960,151236.29,2024-03-06,1019,0,0
光明,41901.24,住宅,265961,781836.64,2024-03-06,8110,14,1348.53
龙岗,35493.85,住宅,265962,1233391.51,2024-03-06,13158,20,1968.1
龙华,59735.76,住宅,265963,976728.41,2024-03-06,9780,9,851.26
罗湖,55055.06,住宅,265964,45666.83,2024-03-06,284,3,326.66
南山,84168.07,住宅,265965,263485.42,2024-03-06,2116,8,998.89
坪山,32848.6,住宅,265966,598040.1,2024-03-06,6609,3,251.42
深汕,0,住宅,265967,422552.26,2024-03-06,3421,0,0
盐田,0,住宅,265968,49994.97,2024-03-06,474,0,0
全市,60420.05,住宅,265969,5426647.44,2024-03-06,54223,83,9004.97
宝安,0,办公楼,265970,213552.9,2024-03-06,1511,0,0
福田,0,办公楼,265971,66260.08,2024-03-06,500,0,0
光明,0,办公楼,265972,40548.33,2024-03-06,541,0,0
龙岗,0,办公楼,265973,185777.13,2024-03-06,2533,0,0
龙华,0,办公楼,265974,39319.13,2024-03-06,209,0,0
罗湖,0,办公楼,265975,151897.58,2024-03-06,1425,0,0
南山,0,办公楼,265976,378696.32,2024-03-06,2074,0,0
坪山,0,办公楼,265977,4631.33,2024-03-06,117,0,0
深汕,0,办公楼,265978,54013.67,2024-03-06,400,0,0
盐田,0,办公楼,265979,6513.79,2024-03-06,67,0,0
福田,0,其他,265980,93544.15,2024-03-06,588,0,0
宝安,0,其他,265936,231935.54,2024-03-06,2205,0,0
光明,0,办公楼,265893,40548.33,2024-03-05,541,0,0
龙岗,0,办公楼,265894,185777.13,2024-03-05,2533,0,0
龙华,0,办公楼,265895,39319.13,2024-03-05,209,0,0
罗湖,0,办公楼,265896,151897.58,2024-03-05,1425,0,0
南山,0,办公楼,265897,378595.69,2024-03-05,2073,0,0
坪山,0,办公楼,265898,4631.33,2024-03-05,117,0,0
深汕,0,办公楼,265899,54013.67,2024-03-05,400,0,0
盐田,0,办公楼,265900,6513.79,2024-03-05,67,0,0
福田,0,其他,265901,93544.15,2024-03-05,588,0,0
龙华,56171.84,住宅,265884,977427.63,2024-03-05,9787,8,778.57
罗湖,52001.26,住宅,265885,46148.49,2024-03-05,288,3,297.45
南山,0,住宅,265886,266103.86,2024-03-05,2144,0,0
坪山,33925.91,住宅,265887,598348.08,2024-03-05,6613,2,165.25
深汕,13038.04,住宅,265888,422730.09,2024-03-05,3423,3,393.46
盐田,0,住宅,265889,49994.97,2024-03-05,474,0,0
全市,54978.13,住宅,265890,5437979.71,2024-03-05,54341,32,3283.37
宝安,0,办公楼,265891,213820.26,2024-03-05,1512,0,0
福田,60368.11,办公楼,265892,66260.08,2024-03-05,500,1,52.4
龙岗,30359.48,住宅,265883,1237883.66,2024-03-05,13207,2,181.21
全市,60368.11,办公楼,265858,1141376.99,2024-03-05,9377,1,52.4
光明,0,其他,265859,53354.03,2024-03-05,335,0,0
龙岗,25435.76,其他,265860,176546.91,2024-03-05,659,13,582.1
龙华,0,其他,265861,296151.97,2024-03-05,1458,0,0
罗湖,0,其他,265862,117627.32,2024-03-05,196,0,0
南山,0,其他,265863,209541.63,2024-03-05,1675,0,0
深汕,0,其他,265864,11177.5,2024-03-05,238,0,0
盐田,0,其他,265865,12929.95,2024-03-05,51,0,0
全市,25435.76,其他,265866,1202809,2024-03-05,7405,13,582.1
宝安,113465.15,商业,265867,359822.42,2024-03-05,5084,1,24.79
大鹏,0,商业,265868,30845.74,2024-03-05,510,0,0
福田,0,商业,265869,71416.89,2024-03-05,431,0,0
光明,0,商业,265870,126104.39,2024-03-05,2032,0,0
龙岗,46048.18,商业,265871,223430.49,2024-03-05,3557,1,58.94
龙华,0,商业,265872,89899.12,2024-03-05,1965,0,0
罗湖,0,商业,265873,58359.16,2024-03-05,752,0,0
南山,0,商业,265874,340926.89,2024-03-05,4192,0,0
坪山,0,商业,265875,40845.55,2024-03-05,458,0,0
深汕,0,商业,265876,98514.01,2024-03-05,1476,0,0
盐田,0,商业,265877,3794.18,2024-03-05,62,0,0
全市,66008.37,商业,265878,1443958.84,2024-03-05,20519,2,83.73
宝安,91263.75,住宅,265879,824050.55,2024-03-05,8568,8,859.59
大鹏,0,住宅,265880,81024.42,2024-03-05,698,0,0
福田,0,住宅,265881,151621.53,2024-03-05,1021,0,0
光明,43802.67,住宅,265882,782646.43,2024-03-05,8118,6,607.84
宝安,0,其他,265857,231935.54,2024-03-05,2205,0,0
南山,68847.29,其他,265779,214232.11,2024-03-04,1746,1,58.51
深汕,0,其他,265780,11177.5,2024-03-04,238,0,0
盐田,0,其他,265781,12929.95,2024-03-04,51,0,0
全市,68847.29,其他,265782,1207540.89,2024-03-04,7478,1,58.51
宝安,35163.81,商业,265783,359955.32,2024-03-04,5085,1,37.8
大鹏,0,商业,265784,30845.74,2024-03-04,510,0,0
福田,0,商业,265785,71416.89,2024-03-04,431,0,0
光明,28980.66,商业,265786,126104.39,2024-03-04,2032,6,246.99
龙岗,20311.47,商业,265787,223851.87,2024-03-04,3566,7,253.22
龙华,26516.3,商业,265788,89964.87,2024-03-04,1967,2,54.9
罗湖,0,商业,265789,58359.16,2024-03-04,752,0,0
南山,0,商业,265790,341118.56,2024-03-04,4194,0,0
坪山,0,商业,265791,40845.55,2024-03-04,458,0,0
深汕,0,商业,265792,98514.01,2024-03-04,1476,0,0
盐田,0,商业,265793,3794.18,2024-03-04,62,0,0
全市,25444.23,商业,265794,1444770.54,2024-03-04,20533,16,592.91
宝安,74846.05,住宅,265795,825172,2024-03-04,8578,8,715.01
大鹏,33070.95,住宅,265796,99651.15,2024-03-04,907,1,96.67
福田,84929.56,住宅,265797,152259.22,2024-03-04,1026,1,127.01
光明,43356.15,住宅,265798,783076.94,2024-03-04,8122,8,744.01
龙岗,38545.57,住宅,265799,1110757.65,2024-03-04,12075,8,692.47
龙华,63153.83,住宅,265800,978674.49,2024-03-04,9799,5,560.95
罗湖,63727.47,住宅,265801,46245.36,2024-03-04,289,2,208.42
南山,89416.24,住宅,265802,266384.23,2024-03-04,2147,1,125.51
坪山,33568.15,住宅,265803,598436.57,2024-03-04,6614,1,116.02
深汕,0,住宅,265804,423123.55,2024-03-04,3426,0,0
盐田,0,住宅,265805,49994.97,2024-03-04,474,0,0
全市,56193.18,住宅,265806,5333776.13,2024-03-04,53457,35,3386.07
宝安,0,办公楼,265807,213820.26,2024-03-04,1512,0,0
福田,0,办公楼,265808,66312.48,2024-03-04,501,0,0
光明,0,办公楼,265809,40548.33,2024-03-04,541,0,0
龙岗,0,办公楼,265810,185777.13,2024-03-04,2533,0,0
龙华,0,办公楼,265811,39319.13,2024-03-04,209,0,0
罗湖,0,办公楼,265812,151897.58,2024-03-04,1425,0,0
南山,0,办公楼,265813,378595.69,2024-03-04,2073,0,0
坪山,0,办公楼,265814,4631.33,2024-03-04,117,0,0
深汕,0,办公楼,265815,54013.67,2024-03-04,400,0,0
盐田,0,办公楼,265816,6513.79,2024-03-04,67,0,0
福田,0,其他,265817,93544.15,2024-03-04,588,0,0
宝安,0,其他,265773,231935.54,2024-03-04,2205,0,0
全市,0,办公楼,265774,1141429.39,2024-03-04,9378,0,0
光明,0,其他,265775,53354.03,2024-03-04,335,0,0
龙岗,0,其他,265776,176502.59,2024-03-04,658,0,0
龙华,0,其他,265777,296237.7,2024-03-04,1461,0,0
罗湖,0,其他,265778,117627.32,2024-03-04,196,0,0
福田,0,其他,265740,93544.15,2024-03-03,588,0,0
深汕,0,办公楼,265738,54013.67,2024-03-03,400,0,0
盐田,0,办公楼,265739,6513.79,2024-03-03,67,0,0
坪山,0,办公楼,265737,4631.33,2024-03-03,117,0,0
龙岗,0,商业,265710,224029.69,2024-03-03,3570,0,0
龙华,0,商业,265711,89964.87,2024-03-03,1967,0,0
罗湖,0,商业,265712,58359.16,2024-03-03,752,0,0
南山,0,商业,265713,341118.56,2024-03-03,4194,0,0
坪山,0,商业,265714,40845.55,2024-03-03,458,0,0
深汕,0,商业,265715,98514.01,2024-03-03,1476,0,0
盐田,0,商业,265716,3794.18,2024-03-03,62,0,0
全市,0,商业,265717,1444973.15,2024-03-03,20538,0,0
宝安,55451.44,住宅,265718,825758.92,2024-03-03,8584,10,1044.84
大鹏,0,住宅,265719,99651.15,2024-03-03,907,0,0
福田,93474.4,住宅,265720,153767.92,2024-03-03,1041,4,422.8
光明,40773.82,住宅,265721,783482.58,2024-03-03,8126,5,504.13
龙岗,36961.26,住宅,265722,1114563.48,2024-03-03,12116,11,1082.61
龙华,70542.77,住宅,265723,980410.26,2024-03-03,9816,2,214.4
罗湖,52767.32,住宅,265724,46366.51,2024-03-03,290,2,241.26
南山,76799.95,住宅,265725,266954.49,2024-03-03,2151,2,241.5
坪山,34539.78,住宅,265726,598951.29,2024-03-03,6619,3,266.19
深汕,12868.1,住宅,265727,423538.4,2024-03-03,3430,1,94.19
盐田,0,住宅,265728,50221.33,2024-03-03,476,0,0
全市,52247.41,住宅,265729,5343666.33,2024-03-03,53556,40,4111.92
宝安,0,办公楼,265730,213820.26,2024-03-03,1512,0,0
福田,0,办公楼,265731,66312.48,2024-03-03,501,0,0
光明,0,办公楼,265732,40548.33,2024-03-03,541,0,0
龙岗,0,办公楼,265733,185777.13,2024-03-03,2533,0,0
龙华,0,办公楼,265734,39319.13,2024-03-03,209,0,0
罗湖,0,办公楼,265735,151897.58,2024-03-03,1425,0,0
南山,0,办公楼,265736,378595.69,2024-03-03,2073,0,0
宝安,0,其他,265696,231935.54,2024-03-03,2205,0,0
全市,0,办公楼,265697,1141429.39,2024-03-03,9378,0,0
光明,0,其他,265698,53354.03,2024-03-03,335,0,0
龙岗,0,其他,265699,176502.59,2024-03-03,658,0,0
龙华,0,其他,265700,296319.03,2024-03-03,1462,0,0
罗湖,0,其他,265701,117627.32,2024-03-03,196,0,0
南山,0,其他,265702,218682.39,2024-03-03,1809,0,0
深汕,0,其他,265703,11177.5,2024-03-03,238,0,0
盐田,0,其他,265704,12929.95,2024-03-03,51,0,0
全市,0,其他,265705,1212072.5,2024-03-03,7542,0,0
宝安,0,商业,265706,359980.11,2024-03-03,5086,0,0
大鹏,0,商业,265707,30845.74,2024-03-03,510,0,0
福田,0,商业,265708,71416.89,2024-03-03,431,0,0
光明,0,商业,265709,126104.39,2024-03-03,2032,0,0
南山,84069.99,办公楼,265662,378546.74,2024-03-02,2072,1,38.19
坪山,0,办公楼,265663,4631.33,2024-03-02,117,0,0
深汕,0,办公楼,265664,54013.67,2024-03-02,400,0,0
盐田,0,办公楼,265665,6513.79,2024-03-02,67,0,0
福田,0,其他,265666,93544.15,2024-03-02,588,0,0
光明,0,商业,265635,126104.39,2024-03-02,2032,0,0
龙岗,25674.81,商业,265636,224167.63,2024-03-02,3573,1,60.27
龙华,31638.45,商业,265637,89964.87,2024-03-02,1967,7,236.09
罗湖,0,商业,265638,58359.16,2024-03-02,752,0,0
南山,91088.55,商业,265639,341118.56,2024-03-02,4194,1,307.49
坪山,0,商业,265640,40845.55,2024-03-02,458,0,0
深汕,0,商业,265641,98514.01,2024-03-02,1476,0,0
盐田,0,商业,265642,3794.18,2024-03-02,62,0,0
全市,61316.16,商业,265643,1446508.18,2024-03-02,20571,9,603.85
宝安,82078.57,住宅,265644,826854.05,2024-03-02,8595,17,2372.88
大鹏,57125.72,住宅,265645,99739.44,2024-03-02,908,2,374.55
福田,111445.51,住宅,265646,153767.92,2024-03-02,1041,4,601.95
光明,41971.13,住宅,265647,784262.75,2024-03-02,8134,10,976.53
龙岗,36101.83,住宅,265648,1115942.97,2024-03-02,12131,21,2038.21
龙华,61751.23,住宅,265649,983879.16,2024-03-02,9851,11,1146.55
罗湖,61607.72,住宅,265650,46502.02,2024-03-02,291,1,135.51
南山,95403.18,住宅,265651,267071.73,2024-03-02,2152,2,240.08
坪山,32853.98,住宅,265652,599248.45,2024-03-02,6622,3,274.99
深汕,11692.45,住宅,265653,423632.59,2024-03-02,3431,1,128.28
盐田,59778.75,住宅,265654,50221.33,2024-03-02,476,1,138.12
全市,61542.38,住宅,265655,5351122.41,2024-03-02,53632,73,8427.65
宝安,0,办公楼,265656,213820.26,2024-03-02,1512,0,0
福田,0,办公楼,265657,66312.48,2024-03-02,501,0,0
光明,0,办公楼,265658,40548.33,2024-03-02,541,0,0
龙岗,0,办公楼,265659,185777.13,2024-03-02,2533,0,0
龙华,0,办公楼,265660,39319.13,2024-03-02,209,0,0
罗湖,0,办公楼,265661,151897.58,2024-03-02,1425,0,0
宝安,0,其他,265622,231935.54,2024-03-02,2205,0,0
全市,84069.99,办公楼,265623,1141380.44,2024-03-02,9377,1,38.19
光明,0,其他,265624,53354.03,2024-03-02,335,0,0
龙岗,0,其他,265625,176502.59,2024-03-02,658,0,0
龙华,0,其他,265626,296319.03,2024-03-02,1462,0,0
罗湖,0,其他,265627,117627.32,2024-03-02,196,0,0
南山,0,其他,265628,218682.39,2024-03-02,1809,0,0
深汕,0,其他,265629,11177.5,2024-03-02,238,0,0
盐田,0,其他,265630,12929.95,2024-03-02,51,0,0
全市,0,其他,265631,1212072.5,2024-03-02,7542,0,0
宝安,0,商业,265632,361377.2,2024-03-02,5116,0,0
大鹏,0,商业,265633,30845.74,2024-03-02,510,0,0
福田,0,商业,265634,71416.89,2024-03-02,431,0,0
盐田,0,办公楼,265580,6513.79,2024-03-01,67,0,0
福田,0,其他,265581,93544.15,2024-03-01,588,0,0
全市,62277.07,办公楼,265538,1141380.44,2024-03-01,9377,3,227.82
光明,0,其他,265539,53354.03,2024-03-01,335,0,0
龙岗,0,其他,265540,176502.59,2024-03-01,658,0,0
龙华,0,其他,265541,296319.03,2024-03-01,1462,0,0
罗湖,0,其他,265542,117627.32,2024-03-01,196,0,0
南山,0,其他,265543,218682.39,2024-03-01,1809,0,0
深汕,0,其他,265544,11177.5,2024-03-01,238,0,0
盐田,0,其他,265545,12929.95,2024-03-01,51,0,0
全市,19534.18,其他,265546,1212072.5,2024-03-01,7542,1,39.93
宝安,35506.74,商业,265547,361377.2,2024-03-01,5116,4,160.71
大鹏,0,商业,265548,30845.74,2024-03-01,510,0,0
福田,0,商业,265549,71416.89,2024-03-01,431,0,0
光明,0,商业,265550,126155.11,2024-03-01,2033,0,0
龙岗,22766.05,商业,265551,224275.31,2024-03-01,3576,2,117.5
龙华,0,商业,265552,89992.34,2024-03-01,1968,0,0
罗湖,0,商业,265553,58359.16,2024-03-01,752,0,0
南山,103800.34,商业,265554,341242.73,2024-03-01,4195,1,124.17
坪山,0,商业,265555,40845.55,2024-03-01,458,0,0
深汕,0,商业,265556,98514.01,2024-03-01,1476,0,0
盐田,0,商业,265557,3794.18,2024-03-01,62,0,0
全市,52860.94,商业,265558,1446818.22,2024-03-01,20577,7,402.38
宝安,70184.33,住宅,265559,829246.38,2024-03-01,8620,7,723.13
大鹏,30327.99,住宅,265560,100210.66,2024-03-01,911,1,85.91
福田,0,住宅,265561,153928.52,2024-03-01,1043,0,0
光明,41655.35,住宅,265562,784955.17,2024-03-01,8141,7,731.61
龙岗,41731.84,住宅,265563,1117825.24,2024-03-01,12151,17,1754.44
龙华,64860.32,住宅,265564,984987.19,2024-03-01,9862,14,1453.51
罗湖,60136.5,住宅,265565,46502.02,2024-03-01,291,3,408.82
南山,74446.05,住宅,265566,267822.16,2024-03-01,2159,1,80.87
坪山,32296.92,住宅,265567,599315.38,2024-03-01,6623,6,570.12
深汕,0,住宅,265568,423760.87,2024-03-01,3432,0,0
盐田,0,住宅,265569,50221.33,2024-03-01,476,0,0
全市,51708.31,住宅,265570,5358774.92,2024-03-01,53709,56,5808.41
宝安,0,办公楼,265571,213820.26,2024-03-01,1512,0,0
福田,0,办公楼,265572,66312.48,2024-03-01,501,0,0
光明,0,办公楼,265573,40548.33,2024-03-01,541,0,0
龙岗,0,办公楼,265574,185777.13,2024-03-01,2533,0,0
龙华,0,办公楼,265575,39319.13,2024-03-01,209,0,0
罗湖,0,办公楼,265576,151897.58,2024-03-01,1425,0,0
南山,62277.07,办公楼,265577,378546.74,2024-03-01,2072,3,227.82
坪山,0,办公楼,265578,4631.33,2024-03-01,117,0,0
深汕,0,办公楼,265579,54013.67,2024-03-01,400,0,0
宝安,19534.18,其他,265537,231935.54,2024-03-01,2205,1,39.93
南山,89140.7,住宅,265485,268305.1,2024-02-29,2162,3,318.25
坪山,33079.77,住宅,265486,599488.03,2024-02-29,6625,3,233.26
深汕,10794.99,住宅,265487,423760.87,2024-02-29,3432,1,77.31
盐田,0,住宅,265488,50221.33,2024-02-29,476,0,0
全市,63509.33,住宅,265489,5215947.79,2024-02-29,52117,76,8366.37
宝安,0,办公楼,265490,213820.26,2024-02-29,1512,0,0
福田,0,办公楼,265491,74814.99,2024-02-29,562,0,0
光明,0,办公楼,265492,40548.33,2024-02-29,541,0,0
龙岗,0,办公楼,265493,185777.13,2024-02-29,2533,0,0
龙华,0,办公楼,265494,39319.13,2024-02-29,209,0,0
罗湖,0,办公楼,265495,151897.58,2024-02-29,1425,0,0
南山,82769.99,办公楼,265496,378535.98,2024-02-29,2072,1,38.19
坪山,0,办公楼,265497,4631.33,2024-02-29,117,0,0
深汕,0,办公楼,265498,54013.67,2024-02-29,400,0,0
盐田,0,办公楼,265499,6513.79,2024-02-29,67,0,0
福田,0,其他,265500,94034.99,2024-02-29,589,0,0
龙岗,0,其他,265459,176502.59,2024-02-29,658,0,0
龙华,0,其他,265460,296319.03,2024-02-29,1462,0,0
罗湖,0,其他,265461,117627.32,2024-02-29,196,0,0
南山,66773.99,其他,265462,221724.46,2024-02-29,1855,1,58.33
深汕,0,其他,265463,11177.5,2024-02-29,238,0,0
盐田,0,其他,265464,12929.95,2024-02-29,51,0,0
全市,66773.99,其他,265465,1215645.34,2024-02-29,7590,1,58.33
宝安,36453.63,商业,265466,361366.32,2024-02-29,5116,3,116.66
大鹏,0,商业,265467,30845.74,2024-02-29,510,0,0
福田,0,商业,265468,72358.02,2024-02-29,443,0,0
光明,0,商业,265469,126442.99,2024-02-29,2040,0,0
龙岗,22385.59,商业,265470,224459.34,2024-02-29,3579,3,137.55
龙华,26071.74,商业,265471,90058.23,2024-02-29,1970,1,27.46
罗湖,0,商业,265472,58359.16,2024-02-29,752,0,0
南山,0,商业,265473,341277.39,2024-02-29,4196,0,0
坪山,0,商业,265474,40845.55,2024-02-29,458,0,0
深汕,0,商业,265475,98514.01,2024-02-29,1476,0,0
盐田,0,商业,265476,3794.18,2024-02-29,62,0,0
全市,28571.55,商业,265477,1448320.93,2024-02-29,20602,7,281.67
宝安,75244.29,住宅,265478,732631.49,2024-02-29,7567,28,3589.04
大鹏,0,住宅,265479,100210.66,2024-02-29,911,0,0
福田,98172.02,住宅,265480,155620.57,2024-02-29,1061,5,613.52
光明,40592.83,住宅,265481,785479.58,2024-02-29,8147,9,888.01
龙岗,35369.8,住宅,265482,1120952.74,2024-02-29,12183,15,1429.77
龙华,63639.04,住宅,265483,932639.88,2024-02-29,9261,11,1117.04
罗湖,64217.34,住宅,265484,46637.54,2024-02-29,292,1,100.17
宝安,0,其他,265456,231975.47,2024-02-29,2206,0,0
全市,82769.99,办公楼,265457,1149872.19,2024-02-29,9438,1,38.19
光明,0,其他,265458,53354.03,2024-02-29,335,0,0
南山,88212.73,住宅,265387,269336.91,2024-02-28,2169,2,292.09
坪山,32156.7,住宅,265388,599626.73,2024-02-28,6627,2,148.99
深汕,10824.04,住宅,265389,423838.18,2024-02-28,3433,3,383.3
盐田,0,住宅,265390,50221.33,2024-02-28,476,0,0
全市,62346.72,住宅,265391,5223293.99,2024-02-28,52187,55,6113.46
宝安,43060.92,办公楼,265392,213820.26,2024-02-28,1512,2,45.09
福田,0,办公楼,265393,74814.99,2024-02-28,562,0,0
光明,0,办公楼,265394,40548.33,2024-02-28,541,0,0
龙岗,0,办公楼,265395,185777.13,2024-02-28,2533,0,0
龙华,0,办公楼,265396,51522.67,2024-02-28,265,0,0
罗湖,0,办公楼,265397,151897.58,2024-02-28,1425,0,0
南山,0,办公楼,265398,378944.87,2024-02-28,2074,0,0
坪山,0,办公楼,265399,4631.33,2024-02-28,117,0,0
深汕,0,办公楼,265400,54013.67,2024-02-28,400,0,0
盐田,0,办公楼,265401,6513.79,2024-02-28,67,0,0
