district,Price,size, sold,target
龙岗,39034.53,1211.57,17,90平方米以下
全市,43416.94,45416.56,445,90~144平方米
盐田,54952.22,138.12,1,90~144平方米
坪山,35751.03,155.88,2,90平方米以下
南山,71167.09,112.38,2,90平方米以下
罗湖,49720.65,2359.63,54,90平方米以下
全市,53078.68,6394.25,104,90平方米以下
光明,48470.35,357.69,4,90平方米以下
福田,127462.25,440.99,5,90平方米以下
宝安,48428.98,2235.98,27,90平方米以下
龙岗,34844.61,666.03,9,90平方米以下
全市,67037.41,6846.06,61,90~144平方米
盐田,56948.54,353.15,3,90~144平方米
深汕,11906.09,217.84,2,90~144平方米
坪山,36521.2,96.93,1,90~144平方米
南山,89765.62,434.11,4,90~144平方米
龙华,73860.2,2039.06,18,90~144平方米
龙岗,45720.97,749.35,7,90~144平方米
光明,50362.5,427.39,4,90~144平方米
宝安,65706.34,2004.16,18,90~144平方米
福田,106192.18,524.07,4,90~144平方米
宝安,46939.18,145.1,1,144平方米以上
龙岗,53010.56,526.6,3,144平方米以上
龙华,29174.46,2006.75,6,144平方米以上
罗湖,52920.64,1957.5,7,144平方米以上
南山,161275.16,661.12,2,144平方米以上
全市,57293.27,5297.07,19,144平方米以上
盐田,52758.55,65.67,1,90平方米以下
南山,87283.3,1282.1,4,144平方米以上
坪山,17647.06,10323.65,44,144平方米以上
全市,29094.01,13675.46,53,144平方米以上
宝安,48574.52,366.59,6,90平方米以下
龙岗,44726.79,787.08,10,90平方米以下
盐田,53887.25,108.56,1,90~144平方米
全市,59518.03,5811.55,54,90~144平方米
深汕,11082.27,481.06,5,90~144平方米
坪山,41025.21,475.21,4,90~144平方米
南山,91217.57,356.02,3,90~144平方米
罗湖,70637.21,97.75,1,90~144平方米
龙华,67934,1404.25,13,90~144平方米
龙岗,44925.59,893.69,8,90~144平方米
光明,50040.56,94.45,1,90~144平方米
福田,95151.32,512.61,4,90~144平方米
宝安,64915.36,1292.07,13,90~144平方米
大鹏,30373.45,95.88,1,90~144平方米
宝安,36312.2,1748.14,3,144平方米以上
福田,125344.89,321.57,2,144平方米以上
盐田,35442.79,47.68,1,90平方米以下
坪山,34912.48,325.04,4,90平方米以下
南山,90764.1,83.25,1,90平方米以下
龙华,70960.65,85.38,1,90平方米以下
全市,86659.85,4509.61,55,90平方米以下
光明,47413.15,526.57,6,90平方米以下
福田,125074.39,2288.02,26,90平方米以下
盐田,50604.57,244.96,3,90平方米以下
深汕,11396.75,88.19,1,90平方米以下
坪山,36682.85,307.57,5,90平方米以下
南山,68520.21,58.3,1,90平方米以下
罗湖,49126.5,89.35,2,90平方米以下
福田,126995.59,2730.39,31,90平方米以下
龙岗,29679.24,211.16,5,90平方米以下
光明,40755.43,327.98,4,90平方米以下
全市,89798.7,4857.78,63,90平方米以下
宝安,43489.95,711.94,10,90平方米以下
龙华,66075.7,87.94,1,90平方米以下
全市,66692.27,4424.22,40,90~144平方米
深汕,11661.81,652.96,6,90~144平方米
坪山,41959.12,610.62,6,90~144平方米
南山,84258.3,216.43,2,90~144平方米
龙华,68367.88,494.19,5,90~144平方米
龙岗,43260.52,94.18,1,90~144平方米
光明,49078.28,206.89,2,90~144平方米
宝安,55142.14,896.52,9,90~144平方米
福田,116684.09,1252.43,9,90~144平方米
宝安,49925.18,151.57,1,144平方米以上
福田,124731.64,2512.49,15,144平方米以上
南山,113201.53,641.74,2,144平方米以上
全市,119063.5,3305.8,18,144平方米以上
福田,123415.62,2736.87,33,90平方米以下
全市,95872.92,4227.3,53,90平方米以下
坪山,32066.75,227.94,3,90平方米以下
龙岗,42738.85,562.21,8,90平方米以下
宝安,51655.84,700.28,9,90平方米以下
全市,63371.45,1730.05,16,90~144平方米
龙华,73291.65,143.31,1,90~144平方米
龙岗,47915.83,195.91,2,90~144平方米
福田,116017.92,266.31,2,90~144平方米
宝安,52332.04,1124.52,11,90~144平方米
福田,122817.24,1116.29,6,144平方米以上
全市,117235.26,1549.61,8,144平方米以上
南山,102855.34,433.32,2,144平方米以上
全市,126137.41,642.98,4,144平方米以上
龙华,58961,87.81,1,90平方米以下
龙岗,44204.57,81.48,1,90平方米以下
光明,41020.11,179.69,2,90平方米以下
福田,124949.59,2996.14,34,90平方米以下
宝安,54851.2,163,2,90平方米以下
全市,113866.48,3508.12,40,90平方米以下
全市,72897.5,2247.7,21,90~144平方米
南山,107619.77,336.07,3,90~144平方米
龙华,71134.3,726.38,6,90~144平方米
龙岗,38029.25,96.66,1,90~144平方米
光明,47996.29,189.46,2,90~144平方米
福田,124631,143.58,1,90~144平方米
宝安,63969.72,659.67,7,90~144平方米
大鹏,32860.81,95.88,1,90~144平方米
福田,126137.41,642.98,4,144平方米以上
盐田,48167.75,73.31,1,90平方米以下
坪山,35443,248.46,3,90平方米以下
龙华,58952.76,223.9,3,90平方米以下
龙岗,40591.81,530.65,7,90平方米以下
全市,47341.32,2809.36,45,90平方米以下
福田,62835.94,498.9,17,90平方米以下
大鹏,28241.26,85.91,1,90平方米以下
宝安,45230.96,522.91,6,90平方米以下
光明,45568.86,625.32,7,90平方米以下
全市,63174.57,5142.84,47,90~144平方米
深汕,12194.7,294.96,3,90~144平方米
坪山,36486.4,94.18,1,90~144平方米
南山,94150.06,226.52,2,90~144平方米
罗湖,68873.27,96.74,1,90~144平方米
龙华,69312.84,2214.73,20,90~144平方米
龙岗,49058.96,817.03,7,90~144平方米
光明,47903.21,241.65,2,90~144平方米
宝安,64095.14,915.16,9,90~144平方米
福田,107697.68,241.87,2,90~144平方米
龙华,82126.29,145.72,1,144平方米以上
南山,102779.23,242.79,1,144平方米以上
全市,95032.85,388.51,2,144平方米以上
坪山,36786.08,582.89,7,90平方米以下
南山,78042.24,53.93,1,90平方米以下
罗湖,44096.4,120.96,3,90平方米以下
龙华,60664.21,345.09,4,90平方米以下
全市,46742.77,3068.78,39,90平方米以下
光明,45285.38,773.22,9,90平方米以下
福田,93988.76,78.44,1,90平方米以下
大鹏,27913.47,85.98,1,90平方米以下
宝安,50688.21,655.99,8,90平方米以下
龙岗,36221.98,372.28,5,90平方米以下
全市,62079.97,5301.29,48,90~144平方米
盐田,50445.3,432.35,4,90~144平方米
深汕,10979.51,321.46,3,90~144平方米
坪山,38338.94,495.28,5,90~144平方米
南山,105222.57,90.76,1,90~144平方米
罗湖,71219.21,311.22,3,90~144平方米
龙华,72351.21,2118.22,19,90~144平方米
龙岗,43728.45,143.17,1,90~144平方米
光明,45470.03,118.93,1,90~144平方米
宝安,60380.69,1027.94,9,90~144平方米
福田,107741.78,241.96,2,90~144平方米
宝安,50899.18,151.57,1,144平方米以上
龙华,75344.94,173.31,1,144平方米以上
罗湖,82908,170.07,1,144平方米以上
全市,70457.59,494.95,3,144平方米以上
深汕,11088.64,98.5,1,90~144平方米
坪山,35970.14,654,6,90~144平方米
南山,63816.73,120.09,1,90~144平方米
罗湖,78774.83,199.73,2,90~144平方米
龙华,67834.56,1620.16,15,90~144平方米
龙岗,43106.09,666.19,6,90~144平方米
光明,40907.82,190.76,2,90~144平方米
宝安,73650.99,1084.86,10,90~144平方米
福田,86001.65,1162.11,9,90~144平方米
福田,126836.84,643.21,4,144平方米以上
龙岗,43272.94,163.95,1,144平方米以上
龙华,78297.72,145.85,1,144平方米以上
罗湖,57205.87,395.44,2,144平方米以上
南山,65998.78,2116.06,7,144平方米以上
全市,75732.48,3464.51,15,144平方米以上
深汕,9782.36,89.47,1,90平方米以下
坪山,33014.29,543.78,7,90平方米以下
南山,61324.37,517.63,9,90平方米以下
罗湖,44868.82,40.32,1,90平方米以下
全市,55730.68,3902.44,55,90平方米以下
龙岗,38195.92,960.75,14,90平方米以下
光明,50823.1,159.02,2,90平方米以下
福田,125743.43,530.39,6,90平方米以下
宝安,45917.76,799.35,12,90平方米以下
龙华,64682.7,261.73,3,90平方米以下
全市,64113.55,6052.2,54,90~144平方米
盐田,53738.12,255.8,2,90~144平方米
深汕,10988,77.22,1,90平方米以下
坪山,34623.24,481.21,6,90平方米以下
龙华,71562.43,85.38,1,90平方米以下
龙岗,41756.26,117.42,2,90平方米以下
光明,44676.51,178.61,2,90平方米以下
福田,80793.23,78.44,1,90平方米以下
宝安,46891.44,321.83,4,90平方米以下
全市,43228.34,1340.11,17,90平方米以下
全市,56746.67,3446.37,32,90~144平方米
深汕,11248,97.6,1,90~144平方米
坪山,34584.85,703.48,6,90~144平方米
南山,101325.48,241.53,2,90~144平方米
罗湖,70019.35,108.88,1,90~144平方米
龙华,67114.41,418.59,4,90~144平方米
龙岗,49510.36,511.57,5,90~144平方米
宝安,63132.48,1253.92,12,90~144平方米
光明,49287.94,110.8,1,90~144平方米
龙华,72117.54,173.19,1,144平方米以上
罗湖,83148,170.07,1,144平方米以上
全市,77582.64,343.26,2,144平方米以上
南山,92074.68,350.74,3,90~144平方米
罗湖,89431.54,351.62,3,90~144平方米
龙华,67383.64,198.74,2,90~144平方米
龙岗,48677.01,331.45,3,90~144平方米
光明,47966.12,94.61,1,90~144平方米
宝安,73427.51,1008.94,10,90~144平方米
福田,94376.25,138.17,1,90~144平方米
福田,104965.74,511.6,2,144平方米以上
罗湖,83228,170.07,1,144平方米以上
全市,99542.39,681.67,3,144平方米以上
坪山,35392.69,70.28,1,90平方米以下
南山,67435.48,97.58,2,90平方米以下
龙岗,35495.54,803.7,11,90平方米以下
光明,41567.65,89.27,1,90平方米以下
宝安,44974.5,146.26,2,90平方米以下
全市,39669.15,1207.09,17,90平方米以下
坪山,38101.16,116,1,90~144平方米
全市,73099.61,2590.27,24,90~144平方米
罗湖,47152.81,117.66,2,90平方米以下
宝安,48659.17,1511,18,90平方米以下
龙岗,41276.98,451.94,6,90平方米以下
光明,46128.29,351.31,4,90平方米以下
福田,86858.63,82.09,1,90平方米以下
全市,47789.99,3074.17,38,90平方米以下
龙华,67823.07,169.78,2,90平方米以下
全市,64201.38,3638.26,33,90~144平方米
盐田,50736.11,104.69,1,90~144平方米
深汕,11721.13,238.64,2,90~144平方米
坪山,35973.18,426.52,4,90~144平方米
南山,92220.43,494.73,4,90~144平方米
罗湖,51034.43,96.43,1,90~144平方米
龙华,68971.04,834.41,8,90~144平方米
光明,50991.04,254.11,2,90~144平方米
宝安,68453.68,912.67,9,90~144平方米
福田,96358.78,276.06,2,90~144平方米
龙华,68130.09,326.13,2,144平方米以上
南山,93491.53,416.78,1,144平方米以上
全市,82358.11,742.91,3,144平方米以上
盐田,45532.58,88.76,1,90平方米以下
深汕,10937.74,88.19,1,90平方米以下
坪山,34390.12,165.07,2,90平方米以下
南山,75551.31,48.37,1,90平方米以下
宝安,103264.74,329.32,2,144平方米以上
福田,27836.05,247.88,1,144平方米以上
南山,89914.07,632.51,2,144平方米以上
全市,80828.21,1209.71,5,144平方米以上
深汕,10053,77.59,1,90平方米以下
坪山,35309.38,416.94,5,90平方米以下
南山,86042.52,78.56,1,90平方米以下
全市,48217.35,3553.35,43,90平方米以下
龙岗,48126.45,562.14,7,90平方米以下
光明,46370.63,268.38,3,90平方米以下
福田,100326.78,161.66,2,90平方米以下
宝安,45908.13,1741.84,21,90平方米以下
龙华,68719.79,84.83,1,90平方米以下
全市,64261.82,4580.87,42,90~144平方米
盐田,56555.2,219.58,2,90~144平方米
深汕,9538.86,96.08,1,90~144平方米
坪山,35666.63,288.05,3,90~144平方米
罗湖,68939.82,189.92,2,90~144平方米
龙华,70836.5,747.1,7,90~144平方米
龙岗,45458.75,402.31,4,90~144平方米
福田,90854.06,552.4,4,90~144平方米
宝安,67017.52,1989.55,18,90~144平方米
大鹏,30667.16,95.88,1,90~144平方米
盐田,46837.39,161.41,2,90平方米以下
深汕,10864.99,292.21,3,90~144平方米
坪山,35593.79,318.78,3,90~144平方米
南山,94220.12,300.92,3,90~144平方米
罗湖,34333.25,1308.2,12,90~144平方米
龙华,71337.66,2133.21,19,90~144平方米
龙岗,42612.73,500.28,5,90~144平方米
光明,48058.55,343.87,3,90~144平方米
宝安,74749.51,1940.29,20,90~144平方米
福田,95521.41,827.62,6,90~144平方米
宝安,107023.95,173.63,1,144平方米以上
福田,52055.89,676.5,2,144平方米以上
龙华,68496.72,145.72,1,144平方米以上
罗湖,29936.11,995.32,4,144平方米以上
南山,123464.04,931.36,3,144平方米以上
全市,71364.6,2922.53,11,144平方米以上
深汕,10756.47,177.42,2,90平方米以下
坪山,36221.61,501.89,6,90平方米以下
南山,76950.91,256.57,5,90平方米以下
罗湖,19515.29,2258.77,40,90平方米以下
全市,36694.45,6214.43,93,90平方米以下
龙岗,36379.47,785.66,11,90平方米以下
光明,44990.03,616.36,7,90平方米以下
宝安,51148.4,1234.65,17,90平方米以下
龙华,64371.11,383.11,5,90平方米以下
全市,62952.4,8095.31,75,90~144平方米
盐田,59391.46,129.93,1,90~144平方米
盐田,52367.73,88.91,1,90平方米以下
深汕,11835.46,83.33,1,90平方米以下
坪山,34898.32,810.27,10,90平方米以下
南山,81900.33,53.93,1,90平方米以下
宝安,50594.57,724.22,9,90平方米以下
龙岗,39907.4,394.86,5,90平方米以下
光明,47549.51,406.59,5,90平方米以下
福田,101480.84,88.42,1,90平方米以下
全市,45512.52,2734.22,34,90平方米以下
龙华,64517.86,83.69,1,90平方米以下
全市,64386.58,6863.78,65,90~144平方米
深汕,10569.09,94.32,1,90~144平方米
坪山,34767.08,512.37,5,90~144平方米
罗湖,53413.53,229.91,2,90~144平方米
龙华,68910.77,1381.15,12,90~144平方米
龙岗,44698.61,763.28,8,90~144平方米
光明,50721.17,217.22,2,90~144平方米
宝安,71907.26,3028.95,30,90~144平方米
福田,82832.76,636.58,5,90~144平方米
宝安,77310.43,265.78,1,144平方米以上
福田,26558.15,828.79,2,144平方米以上
龙华,79319.07,173.15,1,144平方米以上
罗湖,27466.27,542,2,144平方米以上
全市,39331.78,1809.72,6,144平方米以上
坪山,34612.31,83.44,1,90平方米以下
南山,75631.31,237.52,5,90平方米以下
罗湖,43800.4,40.32,1,90平方米以下
龙华,70143.45,171.32,2,90平方米以下
全市,45447.39,3952.78,63,90平方米以下
光明,46487.82,513.29,6,90平方米以下
福田,71038.09,141.13,3,90平方米以下
宝安,39705.59,2160.05,37,90平方米以下
龙岗,41860.2,605.71,8,90平方米以下
全市,53750.17,4577.16,42,90~144平方米
深汕,11558.59,455.87,4,90~144平方米
坪山,33133.49,283.26,3,90~144平方米
南山,82430.48,110.76,1,90~144平方米
罗湖,90234.01,114.01,1,90~144平方米
龙华,68561.99,999.08,9,90~144平方米
龙岗,47581.47,1232.31,11,90~144平方米
光明,47741.26,317.75,3,90~144平方米
宝安,60378.4,847.73,8,90~144平方米
福田,85320.68,216.39,2,90~144平方米
福田,129112.03,840.89,3,144平方米以上
龙华,79873.46,173.27,1,144平方米以上
罗湖,88466.68,342.79,2,144平方米以上
深汕,16000.9,164.4,1,144平方米以上
全市,102122.94,1521.35,7,144平方米以上
福田,83550.78,1047.69,4,144平方米以上
南山,118657.61,243.26,1,144平方米以上
全市,90166.13,1290.95,5,144平方米以上
龙岗,35942.42,552.45,9,90平方米以下
全市,66101.85,3924.6,38,90~144平方米
深汕,9940.3,97.09,1,90~144平方米
坪山,37160.61,95.93,1,90~144平方米
南山,94106.74,264.51,2,90~144平方米
罗湖,68128.84,361.96,3,90~144平方米
龙华,69815.23,330.2,3,90~144平方米
龙岗,48817.32,710.85,7,90~144平方米
宝安,78033.51,1664.85,17,90~144平方米
福田,44268.55,399.21,4,90~144平方米
深汕,11366.79,166.74,2,90平方米以下
坪山,33474.46,242.4,3,90平方米以下
南山,81448.8,54.06,1,90平方米以下
罗湖,43800.4,40.32,1,90平方米以下
全市,37662.8,1531.43,24,90平方米以下
光明,43130.9,219.59,3,90平方米以下
福田,55350.75,82.31,1,90平方米以下
宝安,43880.24,173.56,4,90平方米以下
宝安,59742.58,593.26,6,90~144平方米
福田,95202.73,241.81,2,90~144平方米
宝安,109353.85,164.66,1,144平方米以上
龙华,82085.41,345.07,2,144平方米以上
全市,90894.03,509.73,3,144平方米以上
龙华,54475.15,47.13,1,90平方米以下
龙岗,34417.88,449.71,7,90平方米以下
光明,44263.43,606.34,7,90平方米以下
福田,99268.08,88.42,1,90平方米以下
宝安,51080.11,405.57,5,90平方米以下
全市,47195.23,1837.37,25,90平方米以下
全市,64405.93,2503.9,23,90~144平方米
盐田,46085.07,90.14,1,90~144平方米
坪山,39880.59,216.6,2,90~144平方米
罗湖,84154.14,337.4,3,90~144平方米
龙华,70067.71,621.93,5,90~144平方米
龙岗,45271.21,214.48,2,90~144平方米
光明,44239.06,188.28,2,90~144平方米
南山,63183.95,34.65,1,90平方米以下
罗湖,49368.82,205.55,3,90平方米以下
深汕,11678,97.6,1,90~144平方米
坪山,36408.14,193.26,2,90~144平方米
南山,99659.78,109.4,1,90~144平方米
罗湖,55497.83,96.87,1,90~144平方米
龙华,69868.27,2312.53,21,90~144平方米
龙岗,42837.79,655.09,6,90~144平方米
光明,52007.38,130.26,1,90~144平方米
宝安,60617.99,436.41,4,90~144平方米
大鹏,34477.2,96.67,1,90~144平方米
福田,113900.24,174.14,1,144平方米以上
南山,99646.79,243.32,1,144平方米以上
全市,105592.5,417.46,2,144平方米以上
坪山,36307.05,238.19,3,90平方米以下
南山,80936.28,77.27,1,90平方米以下
龙华,64422.06,343.09,4,90平方米以下
龙岗,37636.58,502.47,8,90平方米以下
光明,45937.46,937.2,12,90平方米以下
福田,49445.74,25.1,1,90平方米以下
宝安,59599.34,556.02,8,90平方米以下
全市,49768.91,2679.34,37,90平方米以下
盐田,54444.3,235.47,2,90~144平方米
全市,60379.97,4363.56,40,90~144平方米
坪山,36786.55,325.25,4,90平方米以下
南山,88420.31,78.37,1,90平方米以下
龙华,62354.89,252.48,3,90平方米以下
宝安,44609.52,3322.1,38,90平方米以下
光明,45004.29,702.55,8,90平方米以下
福田,97700.11,166.93,2,90平方米以下
全市,45805.95,5675.68,67,90平方米以下
龙岗,43699.11,601.32,8,90平方米以下
全市,55449.25,7419.22,67,90~144平方米
深汕,10916.79,724.22,7,90~144平方米
坪山,34776.21,246.23,2,90~144平方米
罗湖,80358,104.13,1,90~144平方米
龙华,70552.56,3215.28,29,90~144平方米
龙岗,41079.77,486.51,5,90~144平方米
宝安,53396.81,2075.66,18,90~144平方米
光明,50931.47,567.19,5,90~144平方米
宝安,105715.62,164.66,1,144平方米以上
全市,105715.62,164.66,1,144平方米以上
深汕,12974.04,226.68,3,90平方米以下
南山,74670.97,226.49,1,144平方米以上
全市,17424.85,36537.81,8,144平方米以上
深汕,10577.99,77.3,1,90平方米以下
坪山,36354.25,337.66,4,90平方米以下
南山,85603.48,239.47,3,90平方米以下
罗湖,45516.64,63.4,1,90平方米以下
全市,50793.65,3973.03,66,90平方米以下
龙岗,31580.69,949.54,15,90平方米以下
光明,47017.83,159.36,2,90平方米以下
福田,48388.51,462.49,18,90平方米以下
宝安,59171.17,922.04,13,90平方米以下
龙华,66830.07,761.77,9,90平方米以下
全市,62414.3,7111.7,64,90~144平方米
盐田,54860.52,353.48,3,90~144平方米
深汕,11329.38,518.54,5,90~144平方米
坪山,42627.99,117.32,1,90~144平方米
南山,90499.44,361.11,3,90~144平方米
罗湖,65330.51,208.06,2,90~144平方米
龙华,69051.13,1560.56,15,90~144平方米
龙岗,42284.17,599.09,6,90~144平方米
光明,50271.73,975.31,9,90~144平方米
宝安,60428.98,1199.51,11,90~144平方米
福田,92494.4,1218.72,9,90~144平方米
福田,28102.07,266.31,1,144平方米以上
龙岗,7972.11,10763.78,3,144平方米以上
龙华,74422.56,318.32,2,144平方米以上
罗湖,20140.66,24962.91,1,144平方米以上
南山,75123.66,86.63,2,90平方米以下
罗湖,73327.17,70.27,1,90平方米以下
龙华,58391.48,345.07,4,90平方米以下
全市,53213.85,4356.43,57,90平方米以下
光明,46431.19,265.55,3,90平方米以下
福田,92632.23,175.1,2,90平方米以下
宝安,57282.98,2171.46,28,90平方米以下
龙岗,38766.8,831.76,12,90平方米以下
全市,52856.06,6447.6,60,90~144平方米
深汕,10723.72,1009.51,8,90~144平方米
坪山,36461.59,423.19,4,90~144平方米
南山,76773.12,96.11,1,90~144平方米
龙华,66038.84,966.36,9,90~144平方米
龙岗,45609.92,927.25,9,90~144平方米
光明,47723.94,394.34,4,90~144平方米
宝安,65443.6,2251.01,22,90~144平方米
福田,91929.14,379.83,3,90~144平方米
龙岗,55949.17,177.84,1,144平方米以上
全市,55949.17,177.84,1,144平方米以上
坪山,36120.08,410.59,5,90平方米以下
龙岗,48530.08,845.03,8,90~144平方米
光明,45874.09,93.89,1,90~144平方米
宝安,55379.89,2078.72,21,90~144平方米
福田,85094.09,493.47,4,90~144平方米
宝安,24801.01,4403.93,13,144平方米以上
光明,15400,1259.82,1,144平方米以上
龙华,68298.72,145.72,1,144平方米以上
南山,101841.39,243.32,1,144平方米以上
全市,26988.5,6052.79,16,144平方米以上
深汕,20453.52,28.12,1,90平方米以下
坪山,35560.51,397.89,5,90平方米以下
龙华,63674.88,258.23,3,90平方米以下
龙岗,43753.87,1143.89,17,90平方米以下
光明,41099.79,648.6,8,90平方米以下
福田,89628.7,236.93,3,90平方米以下
宝安,43115.05,1067.33,15,90平方米以下
全市,46317.96,3780.99,52,90平方米以下
全市,55550.62,6699.05,62,90~144平方米
盐田,51126.44,255.72,2,90~144平方米
深汕,10748.97,638.55,6,90~144平方米
坪山,34033.67,358,3,90~144平方米
罗湖,65184.76,313.27,3,90~144平方米
龙华,72218.27,1622.4,14,90~144平方米
南山,55915.97,386.96,8,90平方米以下
罗湖,51746.14,104.7,2,90平方米以下
龙岗,43869.06,424.16,6,90平方米以下
光明,40543.86,3504.13,62,90平方米以下
福田,48484.29,497.36,19,90平方米以下
宝安,46099.01,391.01,5,90平方米以下
全市,43304.26,5308.32,102,90平方米以下
盐田,55598.51,138.12,1,90~144平方米
全市,49483.75,4910.94,46,90~144平方米
坪山,36510.21,98.1,1,90~144平方米
南山,64994.4,404.21,4,90~144平方米
罗湖,65929.3,98.03,1,90~144平方米
龙华,72874.96,769.14,7,90~144平方米
龙岗,50138.99,525.64,5,90~144平方米
光明,32969.07,1788.81,16,90~144平方米
宝安,54889.51,992.22,10,90~144平方米
大鹏,32816.8,96.67,1,90~144平方米
福田,118787.24,1798.64,4,144平方米以上
光明,10804.64,13923.66,31,144平方米以上
龙华,80903.06,173.15,1,144平方米以上
南山,133013.62,1939.51,8,144平方米以上
全市,35665.08,17834.96,44,144平方米以上
龙华,53771.74,78.9,1,90平方米以下
全市,52108.74,4139.07,38,90~144平方米
盐田,53710.49,97.35,1,90~144平方米
深汕,12300.39,119.31,1,90~144平方米
坪山,35336.42,116.25,1,90~144平方米
南山,50000,375.56,4,90~144平方米
龙华,60774.76,1152.61,10,90~144平方米
龙岗,44805.57,978.56,9,90~144平方米
光明,48962.97,602.82,5,90~144平方米
宝安,56838.2,591.9,6,90~144平方米
福田,86397.2,104.71,1,90~144平方米
龙岗,49752.66,178.8,1,144平方米以上
龙华,81655.46,173.27,1,144平方米以上
南山,50000,956.55,4,144平方米以上
全市,54157.6,1308.62,6,144平方米以上
全市,45438.05,3045.62,44,90平方米以下
龙岗,34909.01,653.52,10,90平方米以下
光明,45799.05,383.38,5,90平方米以下
福田,74898,43.07,1,90平方米以下
宝安,47564.78,926.35,12,90平方米以下
深汕,11172.68,176.42,2,90平方米以下
坪山,36662.07,87.4,1,90平方米以下
南山,60631.67,634.73,11,90平方米以下
罗湖,45670.25,61.85,1,90平方米以下
盐田,48805.71,63.6,1,90平方米以下
深汕,11359.66,440.95,5,90平方米以下
坪山,33715.34,227.57,3,90平方米以下
南山,50000,290.22,6,90平方米以下
罗湖,59001.45,49.05,1,90平方米以下
宝安,55671.16,419.2,5,90平方米以下
龙岗,39007.12,533.16,7,90平方米以下
光明,42908.63,802.61,9,90平方米以下
大鹏,30010.1,85.08,1,90平方米以下
全市,40045.59,2993.49,39,90平方米以下
龙华,67749.32,82.05,1,90平方米以下
全市,58851.82,5600.74,51,90~144平方米
盐田,54364.59,194.7,2,90~144平方米
深汕,11249.54,654.37,6,90~144平方米
南山,77475.34,358.32,3,90~144平方米
罗湖,87268.65,128.04,1,90~144平方米
龙华,68661.19,1707.36,16,90~144平方米
龙岗,44184.81,467.16,4,90~144平方米
光明,53377.51,240.89,2,90~144平方米
宝安,54040.97,1469.82,14,90~144平方米
福田,112011.66,380.08,3,90~144平方米
宝安,104665.62,164.66,1,144平方米以上
龙岗,46419.48,183.55,1,144平方米以上
龙华,77589.34,464.75,3,144平方米以上
全市,76035.95,812.96,5,144平方米以上
光明,47210.31,1020.91,12,90平方米以下
福田,85298.91,83.5,1,90平方米以下
宝安,47720.79,1126.48,13,90平方米以下
龙岗,41747.29,553.49,7,90平方米以下
全市,56897.8,8332.38,77,90~144平方米
深汕,11682.16,1097.68,10,90~144平方米
坪山,42278,96.09,1,90~144平方米
南山,65042.54,741.7,7,90~144平方米
罗湖,71981.14,463.52,4,90~144平方米
龙华,67695.49,2744.04,25,90~144平方米
龙岗,40497.92,569.27,6,90~144平方米
光明,48811.74,244.45,2,90~144平方米
宝安,60301.86,2028.71,19,90~144平方米
福田,93742.55,346.92,3,90~144平方米
宝安,86653.62,310.91,2,144平方米以上
福田,112518.75,359.94,1,144平方米以上
龙岗,30035.74,4141.86,14,144平方米以上
龙华,76334.94,173.31,1,144平方米以上
罗湖,87521.97,566.42,3,144平方米以上
南山,66796.82,1589.07,6,144平方米以上
全市,50520.68,7141.51,27,144平方米以上
坪山,37110,246.1,3,90平方米以下
南山,58818.85,1143.62,22,90平方米以下
罗湖,41336.04,41.29,1,90平方米以下
龙华,65478.39,424.39,5,90平方米以下
全市,51312.24,4639.78,64,90平方米以下
福田,56645.23,247.52,2,90~144平方米
宝安,30000,435.01,1,144平方米以上
福田,71275.15,1204.4,3,144平方米以上
龙岗,29965.33,10586.7,36,144平方米以上
龙华,80566.46,173.27,1,144平方米以上
罗湖,85338,170.07,1,144平方米以上
南山,63696.7,1373.33,5,144平方米以上
坪山,36903,199.31,1,144平方米以上
全市,38143.79,14142.09,48,144平方米以上
深汕,10778,77.22,1,90平方米以下
坪山,35863.73,578.98,7,90平方米以下
南山,60845.25,115.78,2,90平方米以下
罗湖,45394.15,161.28,4,90平方米以下
龙华,66184.84,166.63,2,90平方米以下
全市,44453.95,3479.13,46,90平方米以下
光明,45276.63,690.01,8,90平方米以下
福田,87898.91,83.5,1,90平方米以下
大鹏,29613.15,85.08,1,90平方米以下
宝安,48273.95,672.93,8,90平方米以下
龙岗,40207.66,847.72,12,90平方米以下
全市,51703.02,9093.34,82,90~144平方米
盐田,53073.66,97.68,1,90~144平方米
深汕,10837.65,1356.47,11,90~144平方米
坪山,34929.76,509.96,4,90~144平方米
南山,75219.63,491.35,5,90~144平方米
罗湖,83359.89,336.76,3,90~144平方米
龙华,68756.56,2407.59,22,90~144平方米
龙岗,48030.36,1125.9,10,90~144平方米
光明,57790.66,124.29,1,90~144平方米
宝安,52844.18,2395.82,23,90~144平方米
南山,52116.34,581.02,12,90平方米以下
龙华,52920.74,177.02,2,90平方米以下
龙岗,42212.21,1046.47,18,90平方米以下
全市,47534.38,4224.6,62,90平方米以下
福田,36450.16,111.2,2,90平方米以下
大鹏,28510.72,85.93,1,90平方米以下
宝安,53356.53,1205.69,15,90平方米以下
光明,50029.45,694.12,8,90平方米以下
全市,59253.22,6222.14,57,90~144平方米
深汕,12004.81,424.47,4,90~144平方米
坪山,37596.88,452.08,4,90~144平方米
南山,92128.15,574.8,5,90~144平方米
罗湖,79971.96,226.08,2,90~144平方米
龙华,67433.7,1788.04,16,90~144平方米
龙岗,47014.06,1354.23,13,90~144平方米
光明,50330.54,347.86,3,90~144平方米
宝安,72229.85,844.89,8,90~144平方米
